Gene.names	RBC	Plasma	Matrisome.1	Matrisome.2	Matrisome.3	Plasma.1	Subcellular.location..CC.
BSN	NA	NA	NA	NA	NA	NA	Cytoplasm
OLFM2	NA	NA	NA	NA	NA	NA	Secreted
SLC22A6	NA	NA	NA	NA	NA	NA	Cell membrane
NDUFA7	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
PPP1R27	NA	NA	NA	NA	NA	NA	NA
DHRS7C	NA	NA	NA	NA	NA	NA	Secreted
NME6	NA	NA	NA	NA	NA	NA	NA
PBXIP1	NA	NA	NA	NA	NA	NA	Cytoplasm
EDN2	NA	NA	NA	NA	NA	NA	Secreted
HIC1	NA	NA	NA	NA	NA	NA	Nucleus
IRX5	NA	NA	NA	NA	NA	NA	Nucleus
FAM110B	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
RECQL	NA	NA	NA	NA	NA	NA	Nucleus
AURKC	NA	NA	NA	NA	NA	NA	Nucleus
MAP3K13	NA	NA	NA	NA	NA	NA	Cytoplasm Membrane
CCDC137	NA	NA	NA	NA	NA	NA	Chromosome
RALGPS2	NA	NA	NA	NA	NA	NA	Cytoplasm
DCP1A	NA	NA	NA	NA	NA	NA	Cytoplasm
CHFR	NA	NA	NA	NA	NA	NA	Nucleus
ATF7-NPFF	NA	NA	NA	NA	NA	NA	Nucleus
ATF7	NA	NA	NA	NA	NA	NA	Nucleus
DUSP28	NA	NA	NA	NA	NA	NA	NA
ARHGDIA	RBC	Plasma	NA	NA	NA	NA	Cytoplasm
SETD2	NA	NA	NA	NA	NA	NA	Nucleus
ARF1	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasm
PAQR9	NA	NA	NA	NA	NA	NA	Cell membrane
FGFR4	NA	NA	NA	NA	NA	NA	Cell membrane
ECSIT	NA	NA	NA	NA	NA	NA	Cytoplasm
SAP30BP	NA	NA	NA	NA	NA	NA	Nucleus
SDHAF1	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
FBXO46	NA	NA	NA	NA	NA	NA	NA
FMO3	NA	NA	NA	NA	NA	NA	Microsome membrane
FOXI1	NA	NA	NA	NA	NA	NA	Nucleus
TEKT2	NA	NA	NA	NA	NA	NA	Cytoplasm
HEATR5A	NA	NA	NA	NA	NA	NA	NA
MRPL4	NA	NA	NA	NA	NA	NA	Mitochondrion
MTX1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
MYO1B	NA	NA	NA	NA	NA	NA	NA
TAMM41	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
OVCA2	NA	NA	NA	NA	NA	NA	NA
OTOL1	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Secreted
FSD2	NA	NA	NA	NA	NA	NA	Nucleus
TIPRL	RBC	NA	NA	NA	NA	NA	Cytoplasm
RYK	NA	NA	NA	NA	NA	NA	Membrane
ATF3	NA	NA	NA	NA	NA	NA	Nucleus
HPN	NA	NA	NA	NA	Protease	NA	Apical cell membrane
CLNK	NA	NA	NA	NA	NA	NA	Cytoplasm
MUC1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Apical cell membrane
ABHD11	NA	NA	NA	NA	NA	NA	NA
RGS2	NA	NA	NA	NA	NA	NA	Cell membrane
FXYD7	NA	NA	NA	NA	NA	NA	Membrane
FNDC8	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	NA
TSR1	NA	NA	NA	NA	NA	NA	Nucleus
TMOD2	NA	NA	NA	NA	NA	NA	Cytoplasm
ABHD14A-ACY1	NA	NA	NA	NA	NA	NA	Cytoplasm
ACY1	NA	NA	NA	NA	NA	NA	Cytoplasm
VPS4A	RBC	NA	NA	NA	NA	NA	Late endosome membrane
TEX19	NA	NA	NA	NA	NA	NA	Cytoplasm
NUDT19	RBC	NA	NA	NA	NA	NA	Peroxisome
PHF13	NA	NA	NA	NA	NA	NA	Nucleus
MTA2	NA	NA	NA	NA	NA	NA	Nucleus
TNNI3K	NA	NA	NA	NA	NA	NA	Nucleus
FPGT-TNNI3K	NA	NA	NA	NA	NA	NA	Nucleus
PXMP2	NA	NA	NA	NA	NA	NA	Peroxisome membrane
BAZ1A	NA	NA	NA	NA	NA	NA	Nucleus Note=Concentrated in pericentric to heterochromatin
TLCD1	NA	NA	NA	NA	NA	NA	Cell membrane
ENGASE	NA	NA	NA	NA	NA	NA	Cytoplasm
SENP1	NA	NA	NA	NA	Protease	NA	Nucleus
SCUBE2	NA	NA	Matrisome-associated	Secreted Factors	NA	NA	Secreted
RPL19	RBC	NA	NA	NA	NA	NA	Cytoplasm
PRKAG3	NA	NA	NA	NA	NA	NA	NA
RPS11	RBC	NA	NA	NA	NA	NA	Cytoplasm
MYB	NA	NA	NA	NA	NA	NA	Nucleus
GSR	RBC	Plasma	NA	NA	NA	redox	Mitochondrion
UTP15	NA	NA	NA	NA	NA	NA	Nucleus
KLHL38	NA	NA	NA	NA	NA	NA	NA
RPL32	NA	NA	NA	NA	NA	NA	Cytoplasm
IGKV4-1	NA	NA	NA	NA	NA	NA	NA
LRRD1	NA	NA	NA	NA	NA	NA	NA
FGFR1	NA	NA	NA	NA	NA	NA	Cell membrane
RANBP2	NA	NA	NA	NA	NA	NA	Nucleus
PRKAA2	NA	NA	NA	NA	NA	NA	Cytoplasm
GABPB1	NA	NA	NA	NA	NA	NA	Nucleus
RBM15	NA	NA	NA	NA	NA	NA	Nucleus speckle
PIGV	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
REN	NA	NA	NA	NA	Protease	NA	Secreted
SAXO2	NA	NA	NA	NA	NA	NA	NA
RGS14	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
DDIT3	NA	NA	NA	NA	NA	NA	Cytoplasm
UBAP2L	NA	NA	NA	NA	NA	NA	NA
RASAL1	NA	NA	NA	NA	NA	NA	NA
PSEN2	NA	NA	NA	NA	Protease	NA	Endoplasmic reticulum membrane
MYG1	NA	NA	NA	NA	NA	NA	Nucleus
FILIP1L	NA	NA	NA	NA	NA	NA	Cytoplasm
MASP2	NA	Plasma	Matrisome-associated	ECM Regulators	Protease	comp	Secreted
HYI	RBC	NA	NA	NA	NA	NA	NA
PLEKHH2	NA	NA	NA	NA	NA	NA	Cytoplasm
CCDC30	NA	NA	NA	NA	NA	NA	NA
VANGL1	NA	NA	NA	NA	NA	NA	Cell membrane
VCPIP1	RBC	NA	NA	NA	Protease	NA	Nucleus
IVNS1ABP	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
CACNA1D	NA	NA	NA	NA	NA	NA	Membrane
TRIM45	NA	NA	NA	NA	NA	NA	Cytoplasm
PINK1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
TRIM25	NA	NA	NA	NA	NA	NA	Cytoplasm
MYADM	NA	NA	NA	NA	NA	NA	Membrane
CDC14A	NA	NA	NA	NA	NA	NA	Nucleus
SRPRB	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ACTN2	RBC	NA	NA	NA	NA	NA	Cytoplasm
ERF	NA	NA	NA	NA	NA	NA	Nucleus
HSPG2	NA	NA	Core matrisome	Proteoglycans	Structural ECM	BM	Secreted
ELOF1	NA	NA	NA	NA	NA	NA	Nucleus
AGRP	NA	NA	NA	NA	NA	NA	Secreted
NRCAM	NA	NA	NA	NA	NA	NA	Cell membrane
IL12RB1	NA	NA	NA	NA	NA	NA	Membrane
GPR87	NA	NA	NA	NA	NA	NA	Cell membrane
OTOP1	NA	NA	NA	NA	NA	NA	Cell membrane
STK40	NA	NA	NA	NA	NA	NA	Nucleus
COL4A4	NA	NA	Core matrisome	Collagens	Network-forming Collagen	BM	Secreted
CRIPT	NA	NA	NA	NA	NA	NA	Cytoplasm
PLOD1	NA	NA	Matrisome-associated	ECM Regulators	ECM PTM Modifier	NA	Rough endoplasmic reticulum membrane
ACAP2	NA	NA	NA	NA	NA	NA	Endosome membrane
CLK3	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Cytoplasmic vesicle
SLC4A1	RBC	Plasma	NA	NA	NA	RBC	Cell membrane
TSR3	NA	NA	NA	NA	NA	NA	Cytoplasm
TBC1D9B	NA	NA	NA	NA	NA	NA	Membrane
SPINK2	NA	NA	NA	NA	NA	NA	Secreted
SMG1	NA	NA	NA	NA	NA	NA	Nucleus
TMEM140	NA	NA	NA	NA	NA	NA	Membrane
ST6GALNAC1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
FKBP9	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
PEAR1	NA	NA	NA	NA	NA	NA	Cell membrane
KLF13	NA	NA	NA	NA	NA	NA	Nucleus
MINDY1	RBC	NA	NA	NA	Protease	NA	NA
GCC2	NA	NA	NA	NA	NA	NA	Cytoplasm
TRPM8	NA	NA	NA	NA	NA	NA	Cell membrane
IGFLR1	NA	NA	NA	NA	NA	NA	Cell membrane
RXRB	NA	NA	NA	NA	NA	NA	Nucleus
TMCO1	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CD27	NA	NA	NA	NA	NA	NA	Membrane
HSD11B1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
COQ6	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
ADGRG7	NA	NA	NA	NA	NA	NA	Membrane
RXRG	NA	NA	NA	NA	NA	NA	Nucleus
GABRD	NA	NA	NA	NA	NA	NA	Cell junction
PAQR6	NA	NA	NA	NA	NA	NA	Cell membrane
CLCNKA	NA	NA	NA	NA	NA	NA	Membrane
CLCNKB	NA	NA	NA	NA	NA	NA	Membrane
CHMP2B	NA	NA	NA	NA	NA	NA	Cytoplasm
CDV3	RBC	NA	NA	NA	NA	NA	Cytoplasm
IZUMO1R	NA	NA	NA	NA	NA	NA	Cell membrane
KRT10	RBC	Plasma	NA	NA	NA	cytoskeletal	Cell surface
SLC22A14	NA	NA	NA	NA	NA	NA	Membrane
SCNM1	NA	NA	NA	NA	NA	NA	Nucleus
IKZF4	NA	NA	NA	NA	NA	NA	Nucleus
SRGAP3	NA	NA	NA	NA	NA	NA	NA
HMGCS2	NA	NA	NA	NA	NA	NA	Mitochondrion
RGS7	NA	NA	NA	NA	NA	NA	Cytoplasm
COX20	NA	NA	NA	NA	NA	mito	Mitochondrion inner membrane
GIT1	NA	NA	NA	NA	NA	NA	Cytoplasm
ADAM22	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
TSNAXIP1	NA	NA	NA	NA	NA	NA	Cytoplasm
KANSL1	NA	NA	NA	NA	NA	NA	Nucleus
WARS2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
KHSRP	NA	NA	NA	NA	NA	NA	Nucleus
PKD1L1	NA	NA	NA	NA	NA	NA	Cell projection
HNRNPA0	NA	NA	NA	NA	NA	NA	Nucleus
MANEA	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
CBY3	NA	NA	NA	NA	NA	NA	NA
ZP1	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Zona pellucida
TCTA	NA	NA	NA	NA	NA	NA	Membrane
HEBP1	RBC	NA	NA	NA	NA	NA	Cytoplasm
HNRNPM	NA	NA	NA	NA	NA	NA	Nucleus
PXT1	NA	NA	NA	NA	NA	NA	Peroxisome
ATP6V0B	NA	NA	NA	NA	NA	NA	Vacuole membrane
DNAJC22	NA	NA	NA	NA	NA	NA	Membrane
HOXD13	NA	NA	NA	NA	NA	NA	Nucleus
RBM5	NA	NA	NA	NA	NA	NA	Nucleus
SLCO1A2	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
CPNE2	RBC	NA	NA	NA	NA	NA	Cytoplasm
TNFRSF8	NA	NA	NA	NA	NA	NA	Cell membrane
TMEM52B	NA	NA	NA	NA	NA	NA	Membrane
RBP2	NA	NA	NA	NA	NA	NA	Cytoplasm
PCYT2	NA	NA	NA	NA	NA	NA	NA
NLE1	NA	NA	NA	NA	NA	NA	Nucleus
PHLPP2	NA	NA	NA	NA	NA	NA	Cytoplasm
ST3GAL3	NA	NA	NA	NA	NA	NA	Membrane
GUCY2C	NA	NA	NA	NA	NA	NA	Cell membrane
AKT3	NA	NA	NA	NA	NA	NA	Nucleus
NQO2	RBC	NA	NA	NA	NA	NA	Cytoplasm
RAB35	RBC	NA	NA	NA	NA	NA	Cell membrane
SWSAP1	NA	NA	NA	NA	NA	NA	Nucleus
THEMIS	NA	NA	NA	NA	NA	NA	Cytoplasm
CDC42SE2	NA	NA	NA	NA	NA	NA	Cytoplasm
SFMBT2	NA	NA	NA	NA	NA	NA	Nucleus
ZBTB4	NA	NA	NA	NA	NA	NA	Nucleus
OVGP1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Cytoplasmic vesicle
ACAP1	NA	NA	NA	NA	NA	NA	Recycling endosome membrane
IMPA1	RBC	NA	NA	NA	NA	NA	Cytoplasm
RMDN1	NA	NA	NA	NA	NA	NA	Cytoplasm
ATP13A4	NA	NA	NA	NA	NA	NA	Early endosome membrane
CCDC150	NA	NA	NA	NA	NA	NA	NA
PITPNA	RBC	NA	NA	NA	NA	NA	Cytoplasm
ZFAND2B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ANO6	NA	NA	NA	NA	NA	NA	Cell membrane
NPHP3-ACAD11	NA	NA	NA	NA	NA	NA	Cell projection
NPHP3	NA	NA	NA	NA	NA	NA	Cell projection
IPO13	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM68	NA	NA	NA	NA	NA	NA	Membrane
NAT8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum-Golgi intermediate compartment membrane
NAT8B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum-Golgi intermediate compartment membrane
FBN1	NA	NA	Core matrisome	ECM Glycoproteins	Structural ECM	NA	Secreted
LPIN1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
OLA1	RBC	NA	NA	NA	NA	NA	Cytoplasm
GRB14	NA	NA	NA	NA	NA	NA	Cytoplasm
MED8	NA	NA	NA	NA	NA	NA	Nucleus
DUSP22	NA	NA	NA	NA	NA	NA	Cytoplasm
BNC1	NA	NA	NA	NA	NA	NA	Nucleus
DAP3	NA	NA	NA	NA	NA	NA	Mitochondrion
NAT14	NA	NA	NA	NA	NA	NA	Membrane
IL19	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
SV2B	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
KNTC1	NA	NA	NA	NA	NA	NA	Cytoplasm
OAS1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PIAS3	NA	NA	NA	NA	NA	NA	Cytoplasm
RECQL4	NA	NA	NA	NA	NA	NA	Cytoplasm
IPP	NA	NA	NA	NA	NA	NA	Cytoplasm
CLEC18C	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
CLEC18A	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
CLEC18B	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
LIN7B	NA	NA	NA	NA	NA	NA	Cell membrane
ETFRF1	NA	NA	NA	NA	NA	NA	Mitochondrion
IST1	RBC	NA	NA	NA	NA	NA	Cytoplasmic vesicle
PLEKHN1	NA	NA	NA	NA	NA	NA	Cell membrane
FAM117B	NA	NA	NA	NA	NA	NA	NA
GPR42	NA	NA	NA	NA	NA	NA	Cell membrane
GPR149	NA	NA	NA	NA	NA	NA	Cell membrane
SNRNP25	NA	NA	NA	NA	NA	NA	Nucleus
LLPH	NA	NA	NA	NA	NA	NA	Nucleus
CIRBP	NA	NA	NA	NA	NA	NA	Nucleus
PRSS56	NA	NA	NA	NA	Protease	NA	Endoplasmic reticulum membrane
APOA2	RBC	Plasma	NA	NA	NA	lipoprotein	Secreted
VPS54	NA	NA	NA	NA	NA	NA	Golgi apparatus
TMEM63A	NA	NA	NA	NA	NA	NA	Lysosome membrane
OGG1	NA	NA	NA	NA	NA	NA	Nucleus
P2RX3	NA	NA	NA	NA	NA	NA	Cell membrane
MIF4GD	NA	NA	NA	NA	NA	NA	Cytoplasm
ABCG5	NA	NA	NA	NA	NA	NA	Cell membrane
RAD17	NA	NA	NA	NA	NA	NA	Nucleus
RAD51B	NA	NA	NA	NA	NA	NA	Nucleus
BRAT1	NA	NA	NA	NA	NA	NA	Nucleus
B4GALT3	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus
PPP1R17	NA	NA	NA	NA	NA	NA	NA
SSPN	NA	NA	NA	NA	NA	NA	Cell membrane
RAMP2	NA	NA	NA	NA	NA	NA	Membrane
OPN3	NA	NA	NA	NA	NA	NA	Cell membrane
GINS4	NA	NA	NA	NA	NA	NA	Nucleus
DNAJB1	RBC	NA	NA	NA	NA	NA	Cytoplasm
MEGF11	NA	NA	Matrisome-associated	Secreted Factors	NA	NA	Cell membrane
FAM217A	NA	NA	NA	NA	NA	NA	NA
ERC1	NA	NA	NA	NA	NA	NA	Cytoplasm
ECT2	NA	NA	NA	NA	NA	NA	Nucleus
FANCD2OS	NA	NA	NA	NA	NA	NA	NA
SLC36A3	NA	NA	NA	NA	NA	NA	Membrane
ANKRD17	NA	NA	NA	NA	NA	NA	Cytoplasm
SYNRG	NA	NA	NA	NA	NA	NA	Cytoplasm
IL11RA	NA	NA	NA	NA	NA	NA	Membrane
TAF3	NA	NA	NA	NA	NA	NA	Nucleus
GIPC3	NA	NA	NA	NA	NA	NA	NA
CHN2	NA	NA	NA	NA	NA	NA	Membrane
RPL26	NA	NA	NA	NA	NA	NA	Cytoplasm
BABAM2	RBC	NA	NA	NA	NA	NA	Cytoplasm
DIAPH1	RBC	NA	NA	NA	NA	NA	Cell membrane
RPRM	NA	NA	NA	NA	NA	NA	Cytoplasm
NKAIN3	NA	NA	NA	NA	NA	NA	Cell membrane
FCGRT	NA	NA	NA	NA	NA	NA	Cell membrane
S100A3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
SESN1	NA	NA	NA	NA	NA	NA	Nucleus
TNK1	NA	NA	NA	NA	NA	NA	Membrane
EXO5	NA	NA	NA	NA	NA	NA	Nucleus
MPV17L2	NA	NA	NA	NA	NA	NA	Membrane
KCTD10	NA	NA	NA	NA	NA	NA	Nucleus
TLN2	NA	NA	NA	NA	NA	NA	Cytoplasm
ANAPC11	NA	NA	NA	NA	NA	NA	Cytoplasm
RRP9	NA	NA	NA	NA	NA	NA	Nucleus
IL18R1	NA	NA	NA	NA	NA	NA	Membrane
PRKAB1	NA	NA	NA	NA	NA	NA	NA
CLPP	NA	NA	NA	NA	Protease	NA	Mitochondrion matrix
HSD3B2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
HSD3B1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
HHIPL2	NA	NA	NA	NA	NA	NA	Secreted
NIFK	NA	NA	NA	NA	NA	NA	Nucleus
PA2G4	RBC	NA	NA	NA	NA	NA	Cytoplasm
RNASEL	NA	NA	NA	NA	NA	NA	Cytoplasm
AGO3	NA	NA	NA	NA	NA	NA	Cytoplasm
EIF2AK3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
TIPIN	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC34A1	NA	NA	NA	NA	NA	NA	Apical cell membrane
IDH1	RBC	NA	NA	NA	NA	NA	Cytoplasm
CREBL2	NA	NA	NA	NA	NA	NA	Nucleus
STK33	NA	NA	NA	NA	NA	NA	Cytoplasm
PLCH1	NA	NA	NA	NA	NA	NA	Cytoplasm
RECQL5	NA	NA	NA	NA	NA	NA	Nucleus
RHO	NA	NA	NA	NA	NA	NA	Membrane
TAF13	NA	NA	NA	NA	NA	NA	Nucleus
INO80B	NA	NA	NA	NA	NA	NA	Nucleus
INO80B-WBP1	NA	NA	NA	NA	NA	NA	Nucleus
TM7SF2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CCDC42	NA	NA	NA	NA	NA	NA	NA
TRHR	NA	NA	NA	NA	NA	NA	Cell membrane
EML2	RBC	NA	NA	NA	NA	NA	Cytoplasm
SPACA6	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
HNRNPA3	RBC	NA	NA	NA	NA	NA	Nucleus
CPA3	NA	NA	NA	NA	Protease	NA	Cytoplasmic vesicle
XPO6	NA	NA	NA	NA	NA	NA	Nucleus
NLRC5	NA	NA	NA	NA	NA	NA	Cytoplasm
PLLP	NA	NA	NA	NA	NA	NA	Membrane
NME9	NA	NA	NA	NA	NA	NA	Cytoplasm
ARNT2	NA	NA	NA	NA	NA	NA	Nucleus
PSMA5	RBC	Plasma	NA	NA	NA	NA	Cytoplasm
NUP133	NA	NA	NA	NA	NA	NA	Nucleus
NKX2-3	NA	NA	NA	NA	NA	NA	Nucleus
AP3B1	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
RNF34	NA	NA	NA	NA	NA	NA	Cell membrane
HAUS8	NA	NA	NA	NA	NA	NA	Cytoplasm
SPHK1	RBC	NA	NA	NA	NA	NA	Cytoplasm
BTBD17	NA	NA	NA	NA	NA	NA	Secreted
TMEM128	NA	NA	NA	NA	NA	NA	Membrane
ALX4	NA	NA	NA	NA	NA	NA	Nucleus
RRM2	NA	NA	NA	NA	NA	NA	Cytoplasm
P2RY14	NA	NA	NA	NA	NA	NA	Cell membrane
HOXD1	NA	NA	NA	NA	NA	NA	Nucleus
MDFIC	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Nucleus
LGALS7B	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Cytoplasm
LGALS7	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Cytoplasm
LETMD1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
ISG15	RBC	Plasma	NA	NA	NA	NA	Cytoplasm
CDC42EP3	NA	NA	NA	NA	NA	NA	Endomembrane system
MLF2	NA	NA	NA	NA	NA	NA	Cytoplasm
FYTTD1	NA	NA	NA	NA	NA	NA	Nucleus
SSU72	NA	NA	NA	NA	NA	NA	Nucleus
PTGES3L	NA	NA	NA	NA	NA	NA	NA
RIF1	NA	NA	NA	NA	NA	NA	Nucleus
CTNND2	NA	NA	NA	NA	NA	NA	Nucleus
SHE	NA	NA	NA	NA	NA	NA	NA
TRIM63	NA	NA	NA	NA	NA	NA	Cytoplasm
ESYT2	RBC	NA	NA	NA	NA	NA	Cell membrane
F5	RBC	Plasma	NA	NA	protease regulator	coag	Secreted
VSIG10L	NA	NA	NA	NA	NA	NA	Membrane
GGT6	NA	NA	NA	NA	Protease	NA	Membrane
MTLN	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
NDUFAF7	NA	NA	NA	NA	NA	NA	Mitochondrion
LYSMD1	NA	NA	NA	NA	NA	NA	NA
IER5	NA	NA	NA	NA	NA	NA	Nucleus
ALKBH6	NA	NA	NA	NA	NA	NA	Cytoplasm
TPPP	NA	NA	NA	NA	NA	NA	Golgi outpost
IP6K2	NA	NA	NA	NA	NA	NA	Nucleus
KLHDC3	NA	NA	NA	NA	NA	NA	Cytoplasm
KRR1	NA	NA	NA	NA	NA	NA	Cytoplasm
ASIC4	NA	NA	NA	NA	NA	NA	Membrane
AP3M2	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
GRB2	RBC	NA	NA	NA	NA	NA	Nucleus
XCR1	NA	NA	NA	NA	NA	NA	Cell membrane
CPSF7	NA	NA	NA	NA	NA	NA	Nucleus
MARCHF4	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
COLGALT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
SPPL2B	NA	NA	NA	NA	Protease	NA	Cell membrane
ALKBH3	NA	NA	NA	NA	NA	NA	Nucleus
TOMM40	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
CUL1	RBC	NA	NA	NA	NA	NA	NA
CUTA	NA	NA	NA	NA	NA	NA	NA
PLEKHM1	NA	NA	NA	NA	NA	NA	Autolysosome membrane
SS18L2	NA	NA	NA	NA	NA	NA	NA
VAMP2	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
THEM5	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
GPR61	NA	NA	NA	NA	NA	NA	Cell membrane
RNF13	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CFAP52	NA	NA	NA	NA	NA	NA	Cytoplasm
CTU1	NA	NA	NA	NA	NA	NA	Cytoplasm
BTD	NA	Plasma	NA	NA	NA	enzyme	Secreted
RABL3	NA	NA	NA	NA	NA	NA	NA
PTX3	NA	NA	NA	NA	NA	NA	Secreted
MPG	NA	NA	NA	NA	NA	NA	Cytoplasm
EAF1	NA	NA	NA	NA	NA	NA	Nucleus speckle
DNAJC7	NA	NA	NA	NA	NA	NA	Cytoplasm
KCNG4	NA	NA	NA	NA	NA	NA	Cell membrane
PTPRS	NA	NA	NA	NA	NA	NA	Cell membrane
GNPTG	NA	NA	NA	NA	NA	NA	Secreted Golgi apparatus
HNRNPUL1	NA	NA	NA	NA	NA	NA	Nucleus
CYGB	NA	NA	NA	NA	NA	NA	Cytoplasm
ACP5	NA	NA	NA	NA	NA	NA	Lysosome
SFN	NA	NA	NA	NA	NA	NA	Cytoplasm
TK1	NA	NA	NA	NA	NA	NA	Cytoplasm
CDR2	NA	NA	NA	NA	NA	NA	NA
CDKN1B	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Endosome
PWWP3A	NA	NA	NA	NA	NA	NA	Nucleus
ANXA7	RBC	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	NA
CLN8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PMP2	NA	NA	NA	NA	NA	NA	Cytoplasm
KLHL20	NA	NA	NA	NA	NA	NA	Cytoplasm
TTC9B	NA	NA	NA	NA	NA	NA	NA
MECR	NA	NA	NA	NA	NA	NA	Mitochondrion
PNRC2	NA	NA	NA	NA	NA	NA	Nucleus
DLD	RBC	NA	NA	NA	NA	NA	Mitochondrion matrix
GLOD4	RBC	NA	NA	NA	NA	NA	Mitochondrion
SLC25A24	RBC	NA	NA	NA	NA	NA	Mitochondrion inner membrane
MCOLN3	NA	NA	NA	NA	NA	NA	Early endosome membrane
CDK2AP2	NA	NA	NA	NA	NA	NA	Cytoplasm
LIN7A	NA	NA	NA	NA	NA	NA	Cell membrane
BMP1	NA	NA	Matrisome-associated	ECM Regulators	Protease	signalling	Golgi apparatus
HHLA1	NA	NA	NA	NA	NA	NA	Secreted
ADCY10	NA	NA	NA	NA	NA	NA	Cell membrane
VIPAS39	NA	NA	NA	NA	NA	NA	Cytoplasm
MNDA	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
MTA3	NA	NA	NA	NA	NA	NA	Nucleus
CCDC47	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ERLEC1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
BTF3	RBC	NA	NA	NA	NA	NA	Cytoplasm
AFTPH	NA	NA	NA	NA	NA	NA	Cytoplasm
GSTM2	RBC	NA	NA	NA	NA	NA	Cytoplasm
TAF12	NA	NA	NA	NA	NA	NA	Nucleus
FAM102B	NA	NA	NA	NA	NA	NA	NA
DPYSL4	NA	NA	NA	NA	NA	NA	Cytoplasm
FUZ	NA	NA	NA	NA	NA	NA	Cytoplasm
TOM1L2	NA	NA	NA	NA	NA	NA	NA
TNPO2	NA	NA	NA	NA	NA	NA	Cytoplasm
ZFYVE27	NA	NA	NA	NA	NA	NA	Recycling endosome membrane
CLCN3	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
