Gene_Symbol	Protein_length	Division	Category	Secretome
RB1	928	Nucleus	Chromatin	Non-secretome
RBPJ	500	Nucleus	Chromatin	Non-secretome
RCC1	421	Nucleus	Chromatin	Non-secretome
RFC1	1148	Nucleus	Chromatin	Non-secretome
RFC2	354	Nucleus	Chromatin	Non-secretome
RFC3	356	Nucleus	Chromatin	Non-secretome
RFC4	363	Nucleus	Chromatin	Non-secretome
RIF1	2472	Nucleus	Chromatin	Non-secretome
RNF169	708	Nucleus	Chromatin	Non-secretome
SCAI	606	Membrane	Chromatin	Non-secretome
SETX	2677	Nucleus	Chromatin	Non-secretome
SGF29	293	Nucleus	Chromatin	Non-secretome
SKA2	121	Cytoplasm	Chromatin	Non-secretome
SLFN5	891	Nucleus	Chromatin	Non-secretome
SMARCA5	1052	Nucleus	Chromatin	Non-secretome
SMARCD1	515	Nucleus	Chromatin	Non-secretome
SMC1A	1233	Nucleus	Chromatin	Non-secretome
SMC3	1217	Nucleus	Chromatin	Non-secretome
SMC5	1101	Nucleus	Chromatin	Non-secretome
SMC6	1091	Nucleus	Chromatin	Non-secretome
SMCHD1	2005	Chromosome	Chromatin	Non-secretome
SMTN	917	Cytoplasm	Chromatin	Non-secretome
SP110	689	Nucleus	Chromatin	Non-secretome
SRBD1	995	Other	Chromatin	Non-secretome
SRCAP	3230	Chromatin	Chromatin	Non-secretome
SSRP1	709	Nucleus	Chromatin	Non-secretome
STAG1	1258	Nucleus	Chromatin	Non-secretome
STAG2	1231	Nucleus	Chromatin	Non-secretome
SUZ12	739	Nucleus	Chromatin	Non-secretome
TAF6L	622	Nucleus	Chromatin	Non-secretome
TERF1	439	Nucleus	Chromatin	Non-secretome
TERF2	542	Nucleus	Chromatin	Non-secretome
THOC5	683	Nucleus	Chromatin	Non-secretome
THYN1	225	Nucleus	Chromatin	Non-secretome
TMPO	454	Chromatin	Chromatin	Non-secretome
TONSL	1378	Cytoplasm	Chromatin	Non-secretome
TOP1	765	Nucleus	Chromatin	Non-secretome
TOP2A	1531	Cytoplasm	Chromatin	Non-secretome
TOP2B	1626	Nucleus	Chromatin	Non-secretome
TOPBP1	1522	Nucleus	Chromatin	Non-secretome
TPX2	747	Nucleus	Chromatin	Non-secretome
TRIM22	498	Other	Chromatin	Non-secretome
TRRAP	3859	Nucleus	Chromatin	Non-secretome
TXLNA	546	Cytoplasm	Chromatin	Non-secretome
UBN1	1134	Nucleus	Chromatin	Non-secretome
UBTF	764	Nucleus	Chromatin	Non-secretome
USP3	520	Nucleus	Chromatin	Intracellular and membrane
VPS72	364	Nucleus	Chromatin	Non-secretome
VRK1	396	Cytoplasm	Chromatin	Non-secretome
WIZ	1651	Nucleus	Chromatin	Non-secretome
XPC	940	Nucleus	Chromatin	Non-secretome
XRCC1	633	Nucleus	Chromatin	Non-secretome
ZBTB20	741	Nucleus	Chromatin	Non-secretome
ZC3H11A	810	Nucleolus	Chromatin	Non-secretome
ZMYM4	1548	Other	Chromatin	Non-secretome
ZMYND11	602	Nucleus	Chromatin	Non-secretome
ZNF22	224	Chromatin	Chromatin	Non-secretome
ZNF280C	737	Chromatin	Chromatin	Non-secretome
ZNF451	1061	Chromatin	Chromatin	Non-secretome
ZNF512	567	Chromatin	Chromatin	Non-secretome
ZNF644	1327	Chromatin	Chromatin	Non-secretome
ZNF800	664	Chromatin	Chromatin	Non-secretome
CHST15	561	Golgi apparatus	Centrosome	Non-secretome
HSPA4L	839	Cytoplasm	Centrosome	Non-secretome
SNAP91	907	Cell membrane	Centrosome	Non-secretome
TMEM132C	1108	Membrane	Centrosome	Non-secretome
C12orf73	0	Centrosome	Centrosome	Intracellular and membrane
UGP2	508	Cytoplasm	Centrosome	Non-secretome
AC008397.2	0	Centrosome	Centrosome	Non-secretome
PDE4C	712	Cell projection	Centrosome	Non-secretome
ADCK2	626	Membrane	Centrosome	Non-secretome
ALMS1	4168	Cytoplasm	Centrosome	Non-secretome
CEP192	2537	Centrosome	Centrosome	Non-secretome
DYNC1H1	4646	Cytoplasm	Centrosome	Non-secretome
DYNC1LI1	523	Cytoplasm	Centrosome	Non-secretome
IFT81	676	Cell projection	Centrosome	Non-secretome
KIAA0753	967	Centrosome	Centrosome	Non-secretome
LRRC45	670	Cytoplasm	Centrosome	Non-secretome
NUDT17	328	Peroxisome	Centrosome	Non-secretome
PLK4	970	Cytoplasm	Centrosome	Non-secretome
RFPL4A	287	Centrosome	Centrosome	Non-secretome
RFPL4AL1	287	Centrosome	Centrosome	Non-secretome
TNFAIP3	790	Cytoplasm	Centrosome	Non-secretome
TUBGCP5	1024	Cytoplasm	Centrosome	Non-secretome
TWSG1	223	Secreted	Centrosome	Secreted-unknown location
ZFAND1	268	Cytoplasm	Centrosome	Non-secretome
ZNF747	191	Centrosome	Centrosome	Non-secretome
C11orf70	0	Centrosome	Centrosome	Non-secretome
C11orf80	0	Centrosome	Centrosome	Non-secretome
FGFR1OP	0	Centrosome	Centrosome	Non-secretome
FOPNL	0	Centrosome	Centrosome	Non-secretome
PCLAF	111	Nucleus	Centrosome	Non-secretome
AC134980.5	0	Centrosome	Centrosome	Non-secretome
AC135068.3	0	Centrosome	Centrosome	Non-secretome
AC171558.1	0	Centrosome	Centrosome	Non-secretome
AGPAT2	278	Endoplasmic reticulum	Centrosome	Non-secretome
AHI1	1196	Cytoplasm	Centrosome	Non-secretome
ALPK1	1244	Cytoplasm	Centrosome	Non-secretome
AMN1	258	Other	Centrosome	Non-secretome
ARL3	182	Golgi apparatus	Centrosome	Non-secretome
ATG5	275	Cytoplasm	Centrosome	Intracellular and membrane
AUNIP	357	Nucleus	Centrosome	Non-secretome
BRMS1	246	Nucleus	Centrosome	Non-secretome
C2orf74	194	Centrosome	Centrosome	Non-secretome
CABCOCO1	208	Cytoplasm	Centrosome	Non-secretome
CCDC13	715	Cytoplasm	Centrosome	Non-secretome
CCDC14	953	Cytoplasm	Centrosome	Non-secretome
CCDC88B	1476	Membrane	Centrosome	Intracellular and membrane
CCDC92	331	Cytoplasm	Centrosome	Non-secretome
CCNF	786	Nucleus	Centrosome	Non-secretome
CCP110	1012	Cytoplasm	Centrosome	Non-secretome
CDIP1	208	Endosome	Centrosome	Non-secretome
CDK5RAP2	1893	Cytoplasm	Centrosome	Non-secretome
CEP152	1710	Cytoplasm	Centrosome	Non-secretome
CEP19	163	Cytoplasm	Centrosome	Non-secretome
CEP250	2442	Cytoplasm	Centrosome	Non-secretome
CEP290	2479	Cytoplasm	Centrosome	Non-secretome
CEP350	3117	Cytoplasm	Centrosome	Non-secretome
CEP72	647	Cytoplasm	Centrosome	Non-secretome
CNTLN	1405	Cytoplasm	Centrosome	Non-secretome
CNTRL	2325	Cytoplasm	Centrosome	Non-secretome
CNTROB	903	Cytoplasm	Centrosome	Non-secretome
CPE	476	Cytoplasmic vesicle	Centrosome	Intracellular and membrane
CPT1C	803	Mitochondrion	Centrosome	Non-secretome
CRMP1	572	Cytoplasm	Centrosome	Non-secretome
DAPK1	1430	Cytoplasm	Centrosome	Non-secretome
DNAH14	3507	Centrosome	Centrosome	Non-secretome
DNAL4	105	Centrosome	Centrosome	Non-secretome
DOCK8	2099	Cytoplasm	Centrosome	Non-secretome
DYNC1LI2	492	Cytoplasm	Centrosome	Non-secretome
EEF1AKMT3	226	Centrosome	Centrosome	Non-secretome
EMC6	110	Endoplasmic reticulum	Centrosome	Non-secretome
ERCC6L	1250	Chromosome	Centrosome	Non-secretome
FBF1	1133	Cytoplasm	Centrosome	Non-secretome
FBXO9	447	Cytoplasm	Centrosome	Non-secretome
FCHO2	810	Membrane	Centrosome	Non-secretome
FKBP11	201	Membrane	Centrosome	Non-secretome
FNTB	437	Cytoplasm	Centrosome	Non-secretome
GABBR1	961	Cell membrane	Centrosome	Intracellular and membrane
GRAP	217	Membrane	Centrosome	Non-secretome
GRAPL	118	Membrane	Centrosome	Non-secretome
GTSE1	720	Cytoplasm	Centrosome	Non-secretome
HPS4	708	Cytoplasm	Centrosome	Non-secretome
INPP4B	924	Cytoplasm	Centrosome	Non-secretome
INTS6L	861	Other	Centrosome	Non-secretome
ITPRIPL2	535	Membrane	Centrosome	Non-secretome
KCNH5	988	Membrane	Centrosome	Non-secretome
KIF6	814	Centrosome	Centrosome	Non-secretome
KLHL21	597	Cytoplasm	Centrosome	Non-secretome
LEPROT	131	Golgi apparatus	Centrosome	Non-secretome
LINC02203	0	Centrosome	Centrosome	Non-secretome
LMF2	707	Endoplasmic reticulum	Centrosome	Non-secretome
LRRCC1	1032	Cytoplasm	Centrosome	Non-secretome
MAP7D3	876	Cytoplasm	Centrosome	Non-secretome
MDM1	714	Nucleus	Centrosome	Non-secretome
MKKS	570	Cytoplasm	Centrosome	Non-secretome
MOGAT3	341	Centrosome	Centrosome	Non-secretome
MTMR1	665	Cell membrane	Centrosome	Non-secretome
MTMR11	709	Cytoplasm	Centrosome	Non-secretome
MTMR9	549	Cytoplasm	Centrosome	Non-secretome
MZT2A	158	Cytoplasm	Centrosome	Non-secretome
MZT2B	158	Cytoplasm	Centrosome	Non-secretome
N6AMT1	214	Nucleus	Centrosome	Non-secretome
NIN	2090	Cytoplasm	Centrosome	Non-secretome
OAS2	719	Cytoplasm	Centrosome	Non-secretome
OBSL1	1896	Cytoplasm	Centrosome	Non-secretome
ODF2	829	Cytoplasm	Centrosome	Non-secretome
OR4N4	316	Centrosome	Centrosome	Non-secretome
PAFAH1B1	410	Cytoplasm	Centrosome	Non-secretome
PAOX	511	Peroxisome	Centrosome	Non-secretome
PCM1	2024	Cytoplasm	Centrosome	Non-secretome
PCNT	3336	Cytoplasm	Centrosome	Non-secretome
PLEKHH1	1364	Cytoplasm	Centrosome	Non-secretome
PLEKHS1	465	Other	Centrosome	Non-secretome
RABL2A	228	Other	Centrosome	Non-secretome
RABL2B	228	Other	Centrosome	Non-secretome
RGL4	473	Centrosome	Centrosome	Intracellular and membrane
RSPH1	309	Cytoplasm	Centrosome	Non-secretome
SDCCAG8	713	Cytoplasm	Centrosome	Non-secretome
SEC14L4	406	Other	Centrosome	Non-secretome
SLAIN2	581	Cytoplasm	Centrosome	Non-secretome
SNCG	127	Cytoplasm	Centrosome	Non-secretome
SPICE1	855	Cytoplasm	Centrosome	Non-secretome
ST7L	575	Membrane	Centrosome	Non-secretome
STK32A	396	Cell membrane	Centrosome	Non-secretome
TBC1D31	1066	Other	Centrosome	Non-secretome
THAP6	222	Centrosome	Centrosome	Non-secretome
TMEM170B	132	Cell membrane	Centrosome	Non-secretome
TMEM63C	806	Cell membrane	Centrosome	Non-secretome
TMEM86B	226	Membrane	Centrosome	Non-secretome
TRIM2	744	Cytoplasm	Centrosome	Non-secretome
TRIM34	488	Cytoplasm	Centrosome	Non-secretome
TRIM6-TRIM34	0	Cytoplasm	Centrosome	Non-secretome
TTC39A	613	Other	Centrosome	Non-secretome
TTC6	520	Centrosome	Centrosome	Non-secretome
TTI2	508	Other	Centrosome	Non-secretome
TUBGCP4	667	Cytoplasm	Centrosome	Non-secretome
UBL3	117	Cell membrane	Centrosome	Non-secretome
UBXN2A	259	Golgi apparatus	Centrosome	Non-secretome
UNC5CL	518	Membrane	Centrosome	Non-secretome
VPS25	176	Cytoplasm	Centrosome	Non-secretome
ZNF112	913	Centrosome	Centrosome	Non-secretome
ZNF616	781	Centrosome	Centrosome	Non-secretome
ZNF620	422	Centrosome	Centrosome	Non-secretome
ZNF766	468	Centrosome	Centrosome	Non-secretome
INPP1	399	Cytoplasm	Centriolar satellite	Non-secretome
ATF4	351	Nucleus	Centriolar satellite	Non-secretome
ATP11B	1177	Endosome	Centriolar satellite	Non-secretome
DLGAP5	846	Nucleus	Centriolar satellite	Non-secretome
HAUS6	955	Centrosome	Centriolar satellite	Non-secretome
KIF1A	1690	Cytoplasm	Centriolar satellite	Non-secretome
KIF5B	963	Cytoplasm	Centriolar satellite	Non-secretome
LATS2	1088	Cytoplasm	Centriolar satellite	Non-secretome
MAP3K11	847	Cytoplasm	Centriolar satellite	Non-secretome
MAPRE1	268	Cytoplasm	Centriolar satellite	Non-secretome
PLA2G6	806	Cytoplasm	Centriolar satellite	Non-secretome
RAB3IL1	382	Cytoplasm	Centriolar satellite	Non-secretome
SHD	340	Other	Centriolar satellite	Non-secretome
SPAG9	1321	Cytoplasm	Centriolar satellite	Non-secretome
ZNF408	720	Centrosome	Centriolar satellite	Non-secretome
TP53TG3B	0	Centrosome	Centriolar satellite	Non-secretome
TP53TG3C	0	Centrosome	Centriolar satellite	Non-secretome
TP53TG3D	0	Centrosome	Centriolar satellite	Non-secretome
TP53TG3E	0	Centrosome	Centriolar satellite	Non-secretome
TP53TG3F	0	Centrosome	Centriolar satellite	Non-secretome
WDR60	0	Centrosome	Centriolar satellite	Non-secretome
AC133551.1	0	Centrosome	Centriolar satellite	Non-secretome
AC136612.1	0	Centrosome	Centriolar satellite	Non-secretome
ANKAR	1434	Membrane	Centriolar satellite	Non-secretome
AP003419.1	0	Centrosome	Centriolar satellite	Non-secretome
C20orf96	363	Centrosome	Centriolar satellite	Non-secretome
CAPN6	641	Cytoplasm	Centriolar satellite	Non-secretome
CCDC66	948	Cytoplasm	Centriolar satellite	Non-secretome
CEP128	1094	Cytoplasm	Centriolar satellite	Non-secretome
CEP97	865	Cytoplasm	Centriolar satellite	Non-secretome
CGAS	522	Cell membrane	Centriolar satellite	Non-secretome
CSPP1	1256	Cytoplasm	Centriolar satellite	Non-secretome
CYLD	956	Cytoplasm	Centriolar satellite	Non-secretome
GPR162	588	Cell membrane	Centriolar satellite	Intracellular and membrane
HOOK3	718	Cytoplasm	Centriolar satellite	Non-secretome
KATNA1	491	Cytoplasm	Centriolar satellite	Non-secretome
KCTD4	259	Other	Centriolar satellite	Non-secretome
KIRREL2	708	Cell membrane	Centriolar satellite	Intracellular and membrane
KLHL30	578	Other	Centriolar satellite	Non-secretome
KLHL6	621	Other	Centriolar satellite	Non-secretome
LGR4	951	Cell membrane	Centriolar satellite	Non-secretome
MAP3K13	966	Cytoplasm	Centriolar satellite	Non-secretome
MAP4K3	894	Other	Centriolar satellite	Non-secretome
MID1	667	Cytoplasm	Centriolar satellite	Non-secretome
PIBF1	757	Centrosome	Centriolar satellite	Blood
POLD4	107	Nucleus	Centriolar satellite	Non-secretome
PRICKLE4	344	Centrosome	Centriolar satellite	Non-secretome
PRKCQ	706	Cytoplasm	Centriolar satellite	Non-secretome
PTAR1	402	Centrosome	Centriolar satellite	Non-secretome
PTPN20	420	Nucleus	Centriolar satellite	Non-secretome
RASSF7	373	Cytoplasm	Centriolar satellite	Non-secretome
SASS6	657	Cytoplasm	Centriolar satellite	Non-secretome
SLC35D3	416	Membrane	Centriolar satellite	Non-secretome
TRPM1	1603	Cell membrane	Centriolar satellite	Non-secretome
TUB	506	Cytoplasm	Centriolar satellite	Intracellular and membrane
TUBG2	451	Cytoplasm	Centriolar satellite	Non-secretome
ZMYM1	1142	Centrosome	Centriolar satellite	Non-secretome
LPAR2	351	Cell membrane	Cell surface	Non-secretome
STRC	1775	Cell projection	Cell surface	Non-secretome
DYNC2I1	1066	Cell projection	Cell projection	Non-secretome
ODAD3	595	Unknown	Cell projection	Non-secretome
AKAP4	854	Cell projection	Cell projection	Non-secretome
ARHGAP31	1444	Cell projection	Cell projection	Non-secretome
ARHGAP44	818	Cell projection	Cell projection	Non-secretome
ARL13B	428	Cell projection	Cell projection	Non-secretome
ATCAY	371	Cell projection	Cell projection	Non-secretome
BBIP1	92	Unknown	Cell projection	Non-secretome
BBS10	723	Cell projection	Cell projection	Non-secretome
BBS12	710	Cell projection	Cell projection	Non-secretome
BBS2	721	Cell projection	Cell projection	Non-secretome
BBS5	341	Cell projection	Cell projection	Non-secretome
BBS7	715	Cell projection	Cell projection	Non-secretome
CATSPER1	780	Cell projection	Cell projection	Non-secretome
CATSPER2	530	Cell projection	Cell projection	Non-secretome
CATSPER3	398	Cell projection	Cell projection	Non-secretome
CATSPER4	472	Cell projection	Cell projection	Non-secretome
CATSPERD	798	Cell projection	Cell projection	Non-secretome
CATSPERE	951	Other	Cell projection	Non-secretome
CEACAM20	596	Cell projection	Cell projection	Non-secretome
CEP104	925	Cell projection	Cell projection	Non-secretome
CFAP43	1665	Cell projection	Cell projection	Non-secretome
CFAP44	1854	Cell projection	Cell projection	Non-secretome
CFAP69	941	Cell projection	Cell projection	Non-secretome
CFAP70	1121	Cell projection	Cell projection	Non-secretome
CFAP99	459	Unknown	Cell projection	Non-secretome
CYS1	158	Cell projection	Cell projection	Non-secretome
DCDC2C	364	Cell projection	Cell projection	Non-secretome
DGKI	1065	Cell projection	Cell projection	Non-secretome
DNAI7	716	Unknown	Cell projection	Non-secretome
DNALI1	258	Cell projection	Cell projection	Non-secretome
DRC7	874	Cell projection	Cell projection	Non-secretome
DYNLT4	221	Cell projection	Cell projection	Non-secretome
ENKUR	256	Cell projection	Cell projection	Non-secretome
ESPNL	1005	Cell projection	Cell projection	Non-secretome
FHDC1	1143	Golgi apparatus	Cell projection	Non-secretome
FRMPD4	1322	Cell projection	Cell projection	Non-secretome
FSCB	825	Cell projection	Cell projection	Non-secretome
GNAT1	350	Cell projection	Cell projection	Non-secretome
GNAT2	354	Cell projection	Cell projection	Non-secretome
GRIN2A	1464	Cell projection	Cell projection	Non-secretome
GRXCR1	290	Cell projection	Cell projection	Non-secretome
GRXCR2	248	Cell projection	Cell projection	Non-secretome
IFT172	1749	Cell projection	Cell projection	Non-secretome
KIAA1107	1279	Unknown	Cell projection	Non-secretome
LRRC56	542	Cell projection	Cell projection	Non-secretome
MOSMO	167	Cell projection	Cell projection	Non-secretome
MYO15A	3530	Unknown	Cell projection	Non-secretome
NOX1	564	Cell projection	Cell projection	Non-secretome
NPHP3	1330	Cell projection	Cell projection	Non-secretome
NXNL1	212	Cell projection	Cell projection	Non-secretome
ODAD1	670	Unknown	Cell projection	Non-secretome
PCARE	1288	Cell projection	Cell projection	Non-secretome
PKD1L1	2849	Cell projection	Cell projection	Non-secretome
PKD2L1	805	Cell projection	Cell projection	Non-secretome
PRCD	54	Unknown	Cell projection	Intracellular and membrane
RD3	195	Cell projection	Cell projection	Non-secretome
ROPN1	212	Cell projection	Cell projection	Non-secretome
ROPN1B	212	Cell projection	Cell projection	Non-secretome
ROPN1L	230	Cell projection	Cell projection	Non-secretome
RPGRIP1	1286	Cell projection	Cell projection	Non-secretome
RSPH6A	717	Cell projection	Cell projection	Non-secretome
SAG	405	Cell projection	Cell projection	Non-secretome
SLC9C1	1177	Cell projection	Cell projection	Non-secretome
SNTN	147	Cell projection	Cell projection	Non-secretome
SPEF2	1822	Cell projection	Cell projection	Non-secretome
TEKT3	490	Cell projection	Cell projection	Non-secretome
TRIM46	759	Cell projection	Cell projection	Non-secretome
TTLL7	887	Cell projection	Cell projection	Non-secretome
UBXN10	280	Cell projection	Cell projection	Non-secretome
CEMIP2	1383	Cell membrane	Cell membrane	Non-secretome
PGAP6	771	Cell membrane	Cell membrane	Non-secretome
ACP3	386	Plasma membrane	Cell membrane	Blood
ADGRA2	1338	Cell membrane	Cell membrane	Non-secretome
ADGRB3	1522	Cell membrane	Cell membrane	Non-secretome
ADGRF5	1346	Cell membrane	Cell membrane	Non-secretome
ADGRG3	549	Membrane	Cell membrane	Non-secretome
ADGRG6	1221	Cell membrane	Cell membrane	Non-secretome
ADGRL4	690	Cell membrane	Cell membrane	Non-secretome
APOBR	1097	Cell membrane	Cell membrane	Non-secretome
ART3	389	Cell membrane	Cell membrane	Intracellular and membrane
ATP1A3	1013	Cell membrane	Cell membrane	Non-secretome
ATP1B2	290	Cell membrane	Cell membrane	Non-secretome
C2orf88	95	Plasma membrane	Cell membrane	Non-secretome
CA4	312	Plasma membrane	Cell membrane	Non-secretome
CADM2	435	Cell membrane	Cell membrane	Non-secretome
CDH10	788	Cell membrane	Cell membrane	Non-secretome
CDH16	829	Cell membrane	Cell membrane	Non-secretome
CDH19	772	Plasma membrane	Cell membrane	Non-secretome
CDH23	3354	Cell membrane	Cell membrane	Non-secretome
CDHR1	859	Cell membrane	Cell membrane	Intracellular and membrane
CDON	1287	Cell membrane	Cell membrane	Non-secretome
CLSTN3	956	Cell membrane	Cell membrane	Non-secretome
CNTN2	1040	Cell membrane	Cell membrane	Brain
CNTN3	1028	Cell membrane	Cell membrane	Intracellular and membrane
CNTN5	1100	Cell membrane	Cell membrane	Intracellular and membrane
CNTN6	1028	Cell membrane	Cell membrane	Non-secretome
DNER	737	Cell membrane	Cell membrane	Non-secretome
DSC1	894	Cell membrane	Cell membrane	Non-secretome
DSC2	901	Cell membrane	Cell membrane	Non-secretome
DSG1	1049	Cell membrane	Cell membrane	Non-secretome
DSG3	999	Cell membrane	Cell membrane	Non-secretome
DSG4	1040	Cell membrane	Cell membrane	Non-secretome
ENPP7	458	Cell membrane	Cell membrane	Intracellular and membrane
EPHA1	976	Cell membrane	Cell membrane	Non-secretome
EPHA4	986	Cell membrane	Cell membrane	Non-secretome
EPHA5	1037	Cell membrane	Cell membrane	Non-secretome
EPHA7	998	Cell membrane	Cell membrane	Intracellular and membrane
FAT2	4349	Cell membrane	Cell membrane	Non-secretome
FCER1G	86	Cell membrane	Cell membrane	Non-secretome
FCGRT	365	Cell membrane	Cell membrane	Non-secretome
FLRT2	660	Cell membrane	Cell membrane	Intracellular and membrane
FOLR2	255	Cell membrane	Cell membrane	Blood
GNG11	73	Cell membrane	Cell membrane	Non-secretome
GNG5	68	Plasma membrane	Cell membrane	Non-secretome
HJV	426	Cell membrane	Cell membrane	Non-secretome
HLA-DQA1	254	Plasma membrane	Cell membrane	Non-secretome
HLA-DRA	254	Membrane	Cell membrane	Non-secretome
HLA-DRB4	266	Plasma membrane	Cell membrane	Non-secretome
HPN	417	Membrane	Cell membrane	Non-secretome
IFITM2	132	Plasma membrane	Cell membrane	Non-secretome
IFNAR1	557	Cell membrane	Cell membrane	Non-secretome
IGSF9	1179	Cell membrane	Cell membrane	Intracellular and membrane
ISLR2	745	Cell membrane	Cell membrane	Non-secretome
KIRREL1	757	Plasma membrane	Cell membrane	Non-secretome
KLB	1044	Cell membrane	Cell membrane	Non-secretome
KRAS	189	Cell membrane	Cell membrane	Non-secretome
LRP8	963	Cell membrane	Cell membrane	Secreted-other tissues
LSP1	339	Cell membrane	Cell membrane	Non-secretome
LY6D	128	Cell membrane	Cell membrane	Non-secretome
LY6E	131	Cell membrane	Cell membrane	Intracellular and membrane
LY6G6F	297	Plasma membrane	Cell membrane	Non-secretome
LY6H	140	Cell membrane	Cell membrane	Intracellular and membrane
LYNX1	116	Secreted	Cell membrane	Non-secretome
MILR1	343	Cell membrane	Cell membrane	Non-secretome
MYOT	498	Cell membrane	Cell membrane	Non-secretome
NCR3LG1	454	Plasma membrane	Cell membrane	Non-secretome
NRN1	142	Cell membrane	Cell membrane	Non-secretome
OPCML	345	Plasma membrane	Cell membrane	Intracellular and membrane
PKD1	4303	Cell membrane	Cell membrane	Non-secretome
PTP4A2	167	Cell membrane	Cell membrane	Non-secretome
RASA3	834	Cytoplasm	Cell membrane	Non-secretome
RTN4RL2	420	Cell membrane	Cell membrane	Intracellular and membrane
SCARA5	495	Cell membrane	Cell membrane	Non-secretome
SECTM1	248	Cell membrane	Cell membrane	Blood
SEZ6	994	Cell membrane	Cell membrane	Non-secretome
SEZ6L2	910	Cell membrane	Cell membrane	Non-secretome
SLC47A1	570	Cell membrane	Cell membrane	Non-secretome
SMIM1	78	Cell membrane	Cell membrane	Non-secretome
SNTB1	538	Cell membrane	Cell membrane	Intracellular and membrane
TIE1	1138	Cell membrane	Cell membrane	Intracellular and membrane
TRABD2A	505	Plasma membrane	Cell membrane	Intracellular and membrane
TRABD2B	517	Cell membrane	Cell membrane	Intracellular and membrane
TREH	583	Cell membrane	Cell membrane	Intracellular and membrane
TREML2	321	Cell membrane	Cell membrane	Non-secretome
TYRO3	890	Cell membrane	Cell membrane	Non-secretome
UNC5C	931	Cell membrane	Cell membrane	Non-secretome
VNN2	520	Plasma membrane	Cell membrane	Non-secretome
XG	180	Plasma membrane	Cell membrane	Non-secretome
ALPG	532	Plasma membrane	Cell membrane	Intracellular and membrane
ELAPOR1	1013	Cell membrane	Cell membrane	Non-secretome
ELAPOR2	1029	Cell membrane	Cell membrane	Non-secretome
MINAR1	916	Cell membrane	Cell membrane	Non-secretome
PLAAT3	162	Cell membrane	Cell membrane	Non-secretome
VXN	207	Cell membrane	Cell membrane	Non-secretome
ABCB5	1257	Cell membrane	Cell membrane	Non-secretome
ABCC10	1492	Cell membrane	Cell membrane	Non-secretome
ABCC11	1382	Plasma membrane	Cell membrane	Non-secretome
ABCG5	651	Cell membrane	Cell membrane	Non-secretome
ACVRL1	503	Cell membrane	Cell membrane	Intracellular and membrane
ADCY10	1610	Cell membrane	Cell membrane	Non-secretome
ADCY4	1077	Cell membrane	Cell membrane	Non-secretome
ADCY8	1251	Cell membrane	Cell membrane	Non-secretome
ADGRE1	886	Cell membrane	Cell membrane	Non-secretome
ADIPOR1	375	Cell membrane	Cell membrane	Non-secretome
ADIPOR2	386	Cell membrane	Cell membrane	Non-secretome
ADORA2A	412	Cell membrane	Cell membrane	Non-secretome
ADORA3	318	Cell membrane	Cell membrane	Non-secretome
ADRA1D	572	Cell membrane	Cell membrane	Non-secretome
ADRA2A	465	Cell membrane	Cell membrane	Non-secretome
ADRA2C	462	Cell membrane	Cell membrane	Non-secretome
ADRB1	477	Cell membrane	Cell membrane	Non-secretome
ADRB3	408	Cell membrane	Cell membrane	Non-secretome
AGTR2	363	Cell membrane	Cell membrane	Non-secretome
ALDH3B1	468	Cell membrane	Cell membrane	Non-secretome
ANO3	981	Cell membrane	Cell membrane	Non-secretome
ANO4	955	Cell membrane	Cell membrane	Non-secretome
ANO8	1232	Cell membrane	Cell membrane	Non-secretome
ANOS1	680	Plasma membrane	Cell membrane	Brain
APCDD1	514	Cell membrane	Cell membrane	Non-secretome
APLNR	380	Cell membrane	Cell membrane	Non-secretome
AQP7	342	Cell membrane	Cell membrane	Non-secretome
AQP9	295	Cell membrane	Cell membrane	Non-secretome
ARHGEF39	335	Cell membrane	Cell membrane	Non-secretome
ARRDC1	433	Cell membrane	Cell membrane	Non-secretome
ASIC2	512	Cell membrane	Cell membrane	Non-secretome
ASIC5	505	Cell membrane	Cell membrane	Non-secretome
ATP10A	1499	Cell membrane	Cell membrane	Non-secretome
ATP1A4	1029	Cell membrane	Cell membrane	Non-secretome
ATP2B3	1220	Plasma membrane	Cell membrane	Non-secretome
ATP8B2	1209	Cell membrane	Cell membrane	Non-secretome
AVPR1A	418	Cell membrane	Cell membrane	Non-secretome
AVPR1B	424	Cell membrane	Cell membrane	Non-secretome
AVPR2	371	Cell membrane	Cell membrane	Non-secretome
BACE2	518	Cell membrane	Cell membrane	Intracellular and membrane
BAIAP2L2	529	Cell membrane	Cell membrane	Non-secretome
BARGIN	677	Plasma membrane	Cell membrane	Non-secretome
BDKRB1	353	Cell membrane	Cell membrane	Non-secretome
BEST1	585	Cell membrane	Cell membrane	Non-secretome
BEST2	509	Cell membrane	Cell membrane	Non-secretome
BEST3	668	Cell membrane	Cell membrane	Non-secretome
BEST4	473	Plasma membrane	Cell membrane	Non-secretome
BRS3	399	Cell membrane	Cell membrane	Non-secretome
BSND	320	Membrane	Cell membrane	Non-secretome
BTN3A2	334	Plasma membrane	Cell membrane	Non-secretome
BTN3A3	584	Plasma membrane	Cell membrane	Non-secretome
C3AR1	482	Cell membrane	Cell membrane	Non-secretome
C5AR2	337	Cell membrane	Cell membrane	Non-secretome
C9orf135	229	Plasma membrane	Cell membrane	Non-secretome
CACNA1C	2221	Cell membrane	Cell membrane	Non-secretome
CACNA1G	2377	Plasma membrane	Cell membrane	Non-secretome
