Gene names	RBC	Plasma	Matrisome 1	Matrisome 2	Matrisome 3	Plasma 1	Subcellular location [CC]
Defa17	NA	NA	NA	NA	NA	NA	Secreted
Defa2	NA	NA	NA	NA	NA	NA	Secreted
Defa20	NA	NA	NA	NA	NA	NA	Secreted
Defa21	NA	NA	NA	NA	NA	NA	Secreted
Defa22	NA	NA	NA	NA	NA	NA	Secreted
Defa23	NA	NA	NA	NA	NA	NA	Secreted
Defa24	NA	NA	NA	NA	NA	NA	Secreted
Defa25	NA	NA	NA	NA	NA	NA	Secreted
Defa26	NA	NA	NA	NA	NA	NA	Secreted
Defa3	NA	NA	NA	NA	NA	NA	Secreted
Defa4	NA	NA	NA	NA	NA	NA	Secreted
Defa5	NA	NA	NA	NA	NA	NA	Secreted
Defa6; Defa12	NA	NA	NA	NA	NA	NA	Secreted
Defa7	NA	NA	NA	NA	NA	NA	Secreted
Defa8	NA	NA	NA	NA	NA	NA	Secreted
Defa9	NA	NA	NA	NA	NA	NA	Secreted
Defa-rs1	NA	NA	NA	NA	NA	NA	Secreted
Defa-rs10	NA	NA	NA	NA	NA	NA	Secreted
Defa-rs12	NA	NA	NA	NA	NA	NA	Secreted
Defa-rs2	NA	NA	NA	NA	NA	NA	Secreted
Defa-rs7	NA	NA	NA	NA	NA	NA	Secreted
Ensa	NA	NA	NA	NA	NA	NA	Cytoplasm
Eno1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Afp	NA	NA	NA	NA	NA	NA	Secreted
Gla	NA	NA	NA	NA	NA	NA	Lysosome
Tfcp2	NA	NA	NA	NA	NA	NA	Nucleus
Ahsp	NA	NA	NA	NA	NA	NA	Cytoplasm
Ina	NA	NA	NA	NA	NA	NA	NA
Alkbh3	NA	NA	NA	NA	NA	NA	Nucleus
Alkbh4	NA	NA	NA	NA	NA	NA	Cytoplasm
Alkbh6	NA	NA	NA	NA	NA	NA	Cytoplasm
Alkbh7	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Fto	NA	NA	NA	NA	NA	NA	Nucleus
Lalba	NA	NA	NA	NA	NA	NA	Secreted
Idua	NA	NA	NA	NA	NA	NA	Lysosome
Man2a1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Man2c1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Man2a2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Amacr	NA	NA	NA	NA	NA	NA	Peroxisome
Naga	NA	NA	NA	NA	NA	NA	Lysosome
St6galnac1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St6galnac2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St6galnac3	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St6galnac5	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St6galnac6	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St8sia1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
St6galnac4	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Parva	NA	NA	NA	NA	NA	NA	Cell junction
Alpk1	NA	NA	NA	NA	NA	NA	Cytoplasm
Alpk2	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
Alpk3	NA	NA	NA	NA	NA	NA	Nucleus
Csn1s1	NA	NA	NA	NA	NA	NA	Secreted
Csn1s2a	NA	NA	NA	NA	NA	NA	Secreted
Csn1s2b	NA	NA	NA	NA	NA	NA	Secreted
Sgca	NA	NA	NA	NA	NA	NA	Cell membrane
Napa	RBC	NA	NA	NA	NA	NA	Cell membrane
Txlna	NA	NA	NA	NA	NA	NA	NA
Ttpa	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttpal	NA	NA	NA	NA	NA	NA	NA
Atat1	NA	NA	NA	NA	NA	NA	Cytoplasm
Als2cl	NA	NA	NA	NA	NA	NA	Cytoplasm
Als2	NA	NA	NA	NA	NA	NA	NA
Alms1	NA	NA	NA	NA	NA	NA	Cytoplasm
Alx1	NA	NA	NA	NA	NA	NA	Nucleus
Alyref2	NA	NA	NA	NA	NA	NA	Nucleus
Amtn	NA	NA	NA	NA	NA	NA	Secreted
Aoc1	NA	NA	NA	NA	NA	NA	Secreted
Scnn1a	NA	NA	NA	NA	NA	NA	Apical cell membrane
Scnn1b	NA	NA	NA	NA	NA	NA	Apical cell membrane
Scnn1g	NA	NA	NA	NA	NA	NA	Apical cell membrane
Maoa	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Maob	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Sult3a1	NA	NA	NA	NA	NA	NA	Cytoplasm
Aimp1	RBC	NA	NA	NA	NA	NA	Nucleus
Aimp2	RBC	NA	NA	NA	NA	NA	Cytoplasm
Acy1	NA	NA	NA	NA	NA	NA	Cytoplasm
Amt	NA	NA	NA	NA	NA	NA	Mitochondrion
Ammecr1	NA	NA	NA	NA	NA	NA	Nucleus
Ammecr1l	NA	NA	NA	NA	NA	NA	NA
Rhag	RBC	NA	NA	NA	NA	NA	Membrane
Rhbg	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
Rhcg	NA	NA	NA	NA	NA	NA	Apical cell membrane
Ampd1	NA	NA	NA	NA	NA	NA	NA
Ampd2	NA	NA	NA	NA	NA	NA	NA
Ampd3	RBC	NA	NA	NA	NA	NA	NA
Amph	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Amigo1	NA	NA	NA	NA	NA	NA	Cell membrane
Amigo2	NA	NA	NA	NA	NA	NA	Cell membrane
Amigo3	NA	NA	NA	NA	NA	NA	Membrane
Apbb1ip	NA	NA	NA	NA	NA	NA	Cell membrane
Appbp2	NA	NA	NA	NA	NA	NA	Nucleus
Apba1	NA	NA	NA	NA	NA	NA	Cytoplasm
Apba2	NA	NA	NA	NA	NA	NA	NA
Apba3	NA	NA	NA	NA	NA	NA	Cytoplasm
Apbb1	NA	NA	NA	NA	NA	NA	Cell membrane
Apbb2	NA	NA	NA	NA	NA	NA	NA
Apbb3	NA	NA	NA	NA	NA	NA	NA
App	NA	NA	NA	NA	NA	NA	Cell membrane
Aplp1	NA	NA	NA	NA	NA	NA	Cell membrane
Aplp2	NA	NA	NA	NA	NA	NA	Cell membrane
Zfand1	NA	NA	NA	NA	NA	NA	Cytoplasm
Zfand2a	NA	NA	NA	NA	NA	NA	Cytoplasm
Zfand2b	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Zfand3	NA	NA	NA	NA	NA	NA	NA
Zfand4	NA	NA	NA	NA	NA	NA	NA
Zfand5	NA	NA	NA	NA	NA	NA	Cytoplasm
Zfand6	NA	NA	NA	NA	NA	NA	Cytoplasm
Ciapin1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Anapc1	NA	NA	NA	NA	NA	NA	NA
Anapc10	NA	NA	NA	NA	NA	NA	NA
Anapc11	NA	NA	NA	NA	NA	NA	Cytoplasm
Anapc13	NA	NA	NA	NA	NA	NA	Nucleus
Anapc15	NA	NA	NA	NA	NA	NA	NA
Anapc16	NA	NA	NA	NA	NA	NA	Cytoplasm
Anapc2	NA	NA	NA	NA	NA	NA	NA
Anapc4	NA	NA	NA	NA	NA	NA	Nucleus
Anapc5	NA	NA	NA	NA	NA	NA	Nucleus
Anapc7	NA	NA	NA	NA	NA	NA	Cytoplasm
Cdc26	NA	NA	NA	NA	NA	NA	Nucleus
Ar	NA	NA	NA	NA	NA	NA	Nucleus
Adtrp	NA	NA	NA	NA	NA	NA	Cell membrane
Aig1	NA	NA	NA	NA	NA	NA	Cell membrane
Adgb	NA	NA	NA	NA	NA	NA	NA
Aggf1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ang	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ang2	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ang3	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ang4	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Amot	NA	NA	NA	NA	NA	NA	Cell junction
Amotl1	NA	NA	NA	NA	NA	NA	Cell junction
Amotl2	NA	NA	NA	NA	NA	NA	Recycling endosome
Tek	NA	NA	NA	NA	NA	NA	Cell membrane
Angptl8	NA	NA	NA	NA	NA	NA	Secreted
Ace3	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Anln	NA	NA	NA	NA	NA	NA	Nucleus
Slc4a2	NA	NA	NA	NA	NA	NA	Membrane
Slc4a3	NA	NA	NA	NA	NA	NA	Membrane
Slc26a7	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
Rai14	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankar	NA	NA	NA	NA	NA	NA	Membrane
Abtb1	NA	NA	NA	NA	NA	NA	Cytoplasm
Abtb2	NA	NA	NA	NA	NA	NA	NA
Btbd11	NA	NA	NA	NA	NA	NA	Membrane
Ankdd1b	NA	NA	NA	NA	NA	NA	NA
Ankef1	NA	NA	NA	NA	NA	NA	NA
Ankib1	NA	NA	NA	NA	NA	NA	NA
Ankle1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankle2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ankmy1	NA	NA	NA	NA	NA	NA	NA
Ankmy2	NA	NA	NA	NA	NA	NA	Cell projection
Ankk1	NA	NA	NA	NA	NA	NA	NA
Anks1a	NA	NA	NA	NA	NA	NA	Cytoplasm
Anks3	NA	NA	NA	NA	NA	NA	Cell projection
Anks4b	NA	NA	NA	NA	NA	NA	Cell projection
Anks6	NA	NA	NA	NA	NA	NA	Cell projection
Asb1	NA	NA	NA	NA	NA	NA	NA
Asb10	NA	NA	NA	NA	NA	NA	Nucleus
Asb11	NA	NA	NA	NA	NA	NA	NA
Asb12	NA	NA	NA	NA	NA	NA	NA
Asb13	NA	NA	NA	NA	NA	NA	NA
Asb14	NA	NA	NA	NA	NA	NA	NA
Asb15	NA	NA	NA	NA	NA	NA	NA
Asb16	NA	NA	NA	NA	NA	NA	NA
Asb17	NA	NA	NA	NA	NA	NA	NA
Asb18	NA	NA	NA	NA	NA	NA	NA
Asb2	NA	NA	NA	NA	NA	NA	NA
Asb3	NA	NA	NA	NA	NA	NA	NA
Asb4	NA	NA	NA	NA	NA	NA	NA
Asb5	NA	NA	NA	NA	NA	NA	NA
Asb6	NA	NA	NA	NA	NA	NA	Cytoplasm
Asb7	NA	NA	NA	NA	NA	NA	NA
Asb8	NA	NA	NA	NA	NA	NA	Cytoplasm
Asb9	NA	NA	NA	NA	NA	NA	Mitochondrion
Anks1b	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankzf1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd1	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd10	NA	NA	NA	NA	NA	NA	NA
Ankrd11	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd13a	NA	NA	NA	NA	NA	NA	Cell membrane Late endosome Note=Interaction with EGFR may enhance association with the cell membrane
Ankrd13b	NA	NA	NA	NA	NA	NA	Cell membrane Late endosome Early endosome Note=Interaction with EGFR may enhance association with the cell membrane
Ankrd13c	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ankrd13d	RBC	NA	NA	NA	NA	NA	Cell membrane Late endosome Note=Interaction with EGFR may enhance association with the cell membrane
Ankrd16	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd17	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd22	NA	NA	NA	NA	NA	NA	NA
Ankrd23	NA	NA	NA	NA	NA	NA	Nucleus Note=Sarcomeric I-band and some intercalated disks
Ankrd24	NA	NA	NA	NA	NA	NA	NA
Ankrd26	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd27	NA	NA	NA	NA	NA	NA	Early endosome
Ankrd31	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd33b	NA	NA	NA	NA	NA	NA	NA
Ankrd34b	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd34c	NA	NA	NA	NA	NA	NA	NA
Ankrd37	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd39	NA	NA	NA	NA	NA	NA	NA
Ankrd40	NA	NA	NA	NA	NA	NA	NA
Ankrd42	NA	NA	NA	NA	NA	NA	NA
Ankrd45	NA	NA	NA	NA	NA	NA	NA
Ankrd46	NA	NA	NA	NA	NA	NA	Membrane
Ankrd49	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd53	NA	NA	NA	NA	NA	NA	Cytoplasm
Ankrd54	NA	NA	NA	NA	NA	NA	Nucleus
Ankrd55	NA	NA	NA	NA	NA	NA	NA
Ankrd6	NA	NA	NA	NA	NA	NA	NA
Ankrd61	NA	NA	NA	NA	NA	NA	NA
Ankrd63	NA	NA	NA	NA	NA	NA	NA
Ankrd7	NA	NA	NA	NA	NA	NA	NA
Ankrd9	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Sowaha	NA	NA	NA	NA	NA	NA	NA
Sowahb	NA	NA	NA	NA	NA	NA	NA
Sowahc	NA	NA	NA	NA	NA	NA	NA
Sowahd	NA	NA	NA	NA	NA	NA	NA
Ankra2	NA	NA	NA	NA	NA	NA	Cytoplasm
Asz1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ank1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ank2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ank3	NA	NA	NA	NA	NA	NA	Cytoplasm
Ano1	NA	NA	NA	NA	NA	NA	Cell membrane
Ano10	NA	NA	NA	NA	NA	NA	Cell membrane
Ano2	NA	NA	NA	NA	NA	NA	Cell membrane
Ano3	NA	NA	NA	NA	NA	NA	Cell membrane
Ano4	NA	NA	NA	NA	NA	NA	Cell membrane
Ano5	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ano6	NA	NA	NA	NA	NA	NA	Cell membrane
Ano7	NA	NA	NA	NA	NA	NA	Cell membrane
Ano8	NA	NA	NA	NA	NA	NA	Cell membrane
Ano9	NA	NA	NA	NA	NA	NA	Cell membrane
Agr2	NA	NA	NA	NA	NA	NA	Secreted
Agr3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
Antxr1	NA	NA	NA	NA	NA	NA	Cell membrane
Antxrl	NA	NA	NA	NA	NA	NA	Membrane
Tap1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tap2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Cd1d1	NA	NA	NA	NA	NA	NA	Cell membrane
Cd1d2	NA	NA	NA	NA	NA	NA	Cell membrane
Amhr2	NA	NA	NA	NA	NA	NA	Membrane
Ddx58	NA	NA	NA	NA	NA	NA	Cytoplasm
Azin1	NA	NA	NA	NA	NA	NA	Nucleus
Azin2	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Cytoplasm
Ap1b1	RBC	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ap1g1	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap1g2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Ap1m1	RBC	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle
Ap1m2	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle
Ap1s1	RBC	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap1s2	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap1s3	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap2a1	RBC	NA	NA	NA	NA	NA	Cell membrane
Ap2a2	RBC	NA	NA	NA	NA	NA	Cell membrane
Ap2b1	RBC	NA	NA	NA	NA	NA	Cell membrane
Ap2m1	RBC	NA	NA	NA	NA	NA	Cell membrane
Ap2s1	RBC	NA	NA	NA	NA	NA	Cell membrane Membrane
Aak1	NA	NA	NA	NA	NA	NA	Cell membrane
Kiaa1107	NA	NA	NA	NA	NA	NA	Cell projection
Ap3b1	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ap3b2	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Ap3d1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ap3m1	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap3m2	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap3s1	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Ap3s2	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
Tepsin	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap4b1	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap4e1	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap4m1	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap4s1	NA	NA	NA	NA	NA	NA	Golgi apparatus
Ap5b1	NA	NA	NA	NA	NA	NA	NA
Ap5m1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ap5s1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ap5z1	NA	NA	NA	NA	NA	NA	Cytoplasm
Amer1	NA	NA	NA	NA	NA	NA	Cytoplasm
Amer2	NA	NA	NA	NA	NA	NA	Cell membrane
Amer3	NA	NA	NA	NA	NA	NA	Cell membrane
Apln	NA	NA	NA	NA	NA	NA	Secreted
Aplnr	NA	NA	NA	NA	NA	NA	Cell membrane
Apela	NA	NA	NA	NA	NA	NA	Secreted
Mamdc4	NA	NA	NA	NA	NA	NA	Membrane
Ajm1	NA	NA	NA	NA	NA	NA	Apical cell membrane
A1cf	NA	NA	NA	NA	NA	NA	Nucleus
Bcl2l14	NA	NA	NA	NA	NA	NA	Cytoplasm
Api5	NA	NA	NA	NA	NA	NA	Nucleus
Bax	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Bcl2	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Siva1	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Pycard	RBC	NA	NA	NA	NA	NA	Cytoplasm
Aen	NA	NA	NA	NA	NA	NA	Nucleus
Aifm1	NA	NA	NA	NA	NA	NA	Mitochondrion intermembrane space
Aifm3	NA	NA	NA	NA	NA	NA	Mitochondrion Note=Does not translocate to the nucleus upon induction of apoptosis
Arel1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ppp1r13b	NA	NA	NA	NA	NA	NA	Cytoplasm
Tp53bp2	NA	NA	NA	NA	NA	NA	Cytoplasm
Acin1	NA	NA	NA	NA	NA	NA	Nucleus
Apaf1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ghrl	NA	NA	NA	NA	NA	NA	Secreted
Aptx	NA	NA	NA	NA	NA	NA	Nucleus
Aplf	NA	NA	NA	NA	NA	NA	Nucleus
Aqp1	RBC	NA	NA	NA	NA	NA	Cell membrane
Aqp11	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
Aqp12	NA	NA	NA	NA	NA	NA	Membrane
Aqp2	NA	NA	NA	NA	NA	NA	Apical cell membrane
Aqp3	NA	NA	NA	NA	NA	NA	Cell membrane
Aqp4	NA	NA	NA	NA	NA	NA	Cell membrane
Aqp5	NA	NA	NA	NA	NA	NA	Apical cell membrane
Aqp6	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
Aqp7	NA	NA	NA	NA	NA	NA	Cell membrane
Aqp8	NA	NA	NA	NA	NA	NA	Membrane
Aqp9	NA	NA	NA	NA	NA	NA	Cell membrane
Git1	NA	NA	NA	NA	NA	NA	Cytoplasm
Git2	NA	NA	NA	NA	NA	NA	NA
Arfip2	NA	NA	NA	NA	NA	NA	Golgi apparatus
Agfg1	RBC	NA	NA	NA	NA	NA	Nucleus
Agfg2	NA	NA	NA	NA	NA	NA	NA
Acap1	NA	NA	NA	NA	NA	NA	Recycling endosome membrane
Acap2	NA	NA	NA	NA	NA	NA	Endosome membrane
Adap2	NA	NA	NA	NA	NA	NA	Cytoplasm
Agap1	NA	NA	NA	NA	NA	NA	Cytoplasm
Agap2	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Agap3	NA	NA	NA	NA	NA	NA	Cytoplasm Note=Upon oxidative stress
Arap1	NA	NA	NA	NA	NA	NA	Cytoplasm
Arap2	NA	NA	NA	NA	NA	NA	Cytoplasm
Arap3	NA	NA	NA	NA	NA	NA	Cytoplasm
Asap1	RBC	NA	NA	NA	NA	NA	Cytoplasm Membrane Note=Predominantly cytoplasmic Partially membrane-associated
Asap2	NA	NA	NA	NA	NA	NA	Cytoplasm Golgi apparatus
Asap3	RBC	NA	NA	NA	NA	NA	Cytoplasm
Arg1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Arg2	NA	NA	NA	NA	NA	NA	Mitochondrion
Arglu1	NA	NA	NA	NA	NA	NA	NA
Avpi1	NA	NA	NA	NA	NA	NA	NA
Rsrc2	NA	NA	NA	NA	NA	NA	NA
Rsrp1	NA	NA	NA	NA	NA	NA	NA
Pnisr	NA	NA	NA	NA	NA	NA	Nucleus speckle
Rere	NA	NA	NA	NA	NA	NA	Nucleus
Ndufaf5	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Rars1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Asl	NA	NA	NA	NA	NA	NA	NA
Ass1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ate1	RBC	NA	NA	NA	NA	NA	Nucleus
Arl14ep	NA	NA	NA	NA	NA	NA	Cytoplasm
Arl14epl	NA	NA	NA	NA	NA	NA	NA
Arvcf	NA	NA	NA	NA	NA	NA	NA
Armc1	NA	NA	NA	NA	NA	NA	Cytoplasm
Armc10	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Armc12	NA	NA	NA	NA	NA	NA	NA
Armc2	NA	NA	NA	NA	NA	NA	NA
Armc3	NA	NA	NA	NA	NA	NA	NA
Armc5	NA	NA	NA	NA	NA	NA	Cytoplasm
Armc6	RBC	NA	NA	NA	NA	NA	NA
Armc7	NA	NA	NA	NA	NA	NA	NA
Armc8	NA	NA	NA	NA	NA	NA	Nucleus
Armcx1	NA	NA	NA	NA	NA	NA	Mitochondrion
Armcx2	NA	NA	NA	NA	NA	NA	Mitochondrion
Armcx3	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Armcx5	NA	NA	NA	NA	NA	NA	NA
Armh3	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Armh4	NA	NA	NA	NA	NA	NA	Membrane
Cyp19a1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ddc	NA	NA	NA	NA	NA	NA	NA
Arpin	NA	NA	NA	NA	NA	NA	Cell projection
Arrdc1	NA	NA	NA	NA	NA	NA	Cell membrane
Arrdc2	NA	NA	NA	NA	NA	NA	NA
Arrdc3	NA	NA	NA	NA	NA	NA	Cytoplasm
Arrdc4	NA	NA	NA	NA	NA	NA	Early endosome
Arrdc5	NA	NA	NA	NA	NA	NA	NA
Arr3	NA	NA	NA	NA	NA	NA	Photoreceptor inner segment
As3mt	NA	NA	NA	NA	NA	NA	Cytoplasm
Ahr	NA	NA	NA	NA	NA	NA	Cytoplasm
Arnt	NA	NA	NA	NA	NA	NA	Nucleus
Arnt2	NA	NA	NA	NA	NA	NA	Nucleus
Arntl	NA	NA	NA	NA	NA	NA	Nucleus
Arntl2	NA	NA	NA	NA	NA	NA	Nucleus
Ahrr	NA	NA	NA	NA	NA	NA	Cytoplasm
Aadac	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Aadacl3	NA	NA	NA	NA	NA	NA	Membrane
Aadacl4	NA	NA	NA	NA	NA	NA	Membrane
Nat1	NA	NA	NA	NA	NA	NA	Cytoplasm
Nat2	RBC	NA	NA	NA	NA	NA	Cytoplasm
Nat3	NA	NA	NA	NA	NA	NA	Cytoplasm
Aipl1	NA	NA	NA	NA	NA	NA	Cytoplasm
Arsa	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
Arsb	NA	NA	NA	NA	NA	NA	Lysosome
Arsg	NA	NA	NA	NA	NA	NA	Lysosome Note=Previously observed endoplasmic reticulum localization is most likely due to folding/maturation problems for overexpressed proteins
Arsi	NA	NA	NA	NA	NA	NA	Secreted Endoplasmic reticulum Note=Localized in the intracellular granular structures
Arsj	NA	NA	NA	NA	NA	NA	Secreted
Arsk	NA	NA	NA	NA	NA	NA	Secreted
Slc7a10	NA	NA	NA	NA	NA	NA	Membrane
Asgr1	NA	NA	NA	NA	NA	NA	Membrane
Asgr2	NA	NA	NA	NA	NA	NA	Membrane
Asns	NA	NA	NA	NA	NA	NA	NA
Asnsd1	NA	NA	NA	NA	NA	NA	NA
NARS1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Got2	RBC	NA	NA	NA	NA	NA	Mitochondrion matrix Cell membrane
Asphd1	NA	NA	NA	NA	NA	NA	Membrane
Asphd2	NA	NA	NA	NA	NA	NA	Membrane
Dars1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Dars2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Aspa	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Asph	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Pea15	NA	NA	NA	NA	NA	NA	Cytoplasm
Astn1	NA	NA	NA	NA	NA	NA	Cell membrane
Astn2	NA	NA	NA	NA	NA	NA	Membrane
Atxn1	NA	NA	NA	NA	NA	NA	Cytoplasm
Atxn10	NA	NA	NA	NA	NA	NA	Cytoplasm
Atxn1l	NA	NA	NA	NA	NA	NA	Nucleus
Atxn2	NA	NA	NA	NA	NA	NA	Cytoplasm
Atxn2l	NA	NA	NA	NA	NA	NA	Membrane
Atxn7	NA	NA	NA	NA	NA	NA	Nucleus
Atxn7l1	NA	NA	NA	NA	NA	NA	NA
Atxn7l3	NA	NA	NA	NA	NA	NA	Nucleus
Atxn7l3b	NA	NA	NA	NA	NA	NA	Cytoplasm
Samd1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ahdc1	NA	NA	NA	NA	NA	NA	NA
Atl1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Atl2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Atl3	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Atmin	NA	NA	NA	NA	NA	NA	Nucleus
Atad2	NA	NA	NA	NA	NA	NA	Nucleus
Atad3	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Atad5	NA	NA	NA	NA	NA	NA	Nucleus
Spata5	NA	NA	NA	NA	NA	NA	Cytoplasm
Get3	RBC	NA	NA	NA	NA	NA	Cytoplasm
Atp5if1	RBC	NA	NA	NA	NA	NA	Mitochondrion
Morc2a	NA	NA	NA	NA	NA	NA	Nucleus
Morc2b	NA	NA	NA	NA	NA	NA	Nucleus
Paat	NA	NA	NA	NA	NA	NA	Cytoplasm
Swsap1	NA	NA	NA	NA	NA	NA	Nucleus
Wrnip1	NA	NA	NA	NA	NA	NA	Nucleus
Abca13	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
Abca17	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Abca2	NA	NA	NA	NA	NA	NA	Endosome membrane
Abca6	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Abca7	NA	NA	NA	NA	NA	NA	Cell membrane
Abca9	NA	NA	NA	NA	NA	NA	Membrane
Abcb10	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Abcb5	NA	NA	NA	NA	NA	NA	Cell membrane
Abcb6	RBC	NA	NA	NA	NA	NA	Cell membrane
