Gene_Symbol	Protein_length	Division	Category	Secretome
Crybb1	250	Cytosol	Cytosol_unknown	Non-secretome
Neo1	1493	Plasma membrane	Cell membrane	Non-secretome
Phactr1	580	Other	Cytoplasm Cell junction	Non-secretome
Pcolce2	414	Secreted	Secreted	Non-secretome
Nr2c2	596	Nucleus	Nucleus	Non-secretome
Prkaca	351	Cytosol	Cytoplasm	Non-secretome
Ei24	340	Nucleus	Nucleus membrane	Non-secretome
Nagk	343	Unknown	Cytosol	Non-secretome
Tex264	309	ER	Endoplasmic reticulum membrane	Non-secretome
Slc10a6	373	Unknown	Membrane	Non-secretome
Uba5	403	Cytosol	Cytoplasm	Non-secretome
Il5	133	Secreted	Secreted	Non-secretome
Rnf149	394	Unknown	Membrane	Non-secretome
Chrna1	457	Plasma membrane	Cell junction	Non-secretome
Ddx41	622	Nucleus	Nucleus	Non-secretome
Actn2	894	Cytosol	Cytoplasm	Non-secretome
Ccdc91	442	Unknown	Membrane	Non-secretome
Arih2	492	Nucleus	Nucleus	Non-secretome
Insrr	1300	Unknown	Membrane	Non-secretome
Prl7d1	244	Secreted	Secreted	Non-secretome
Cldn10	231	Plasma membrane	Cell junction	Non-secretome
Gpr65	337	Plasma membrane	Cell membrane	Non-secretome
Fnbp1	616	Cytosol	Cytoplasm	Non-secretome
Glud1	558	Other	Mitochondrion	Non-secretome
Lrrc47	581	Nucleoli	Nucleoli fibrillar center	Non-secretome
Plin5	463	Unknown	Lipid droplet	Non-secretome
Adamdec1	467	Secreted	Secreted	Non-secretome
Mepe	441	Secreted	Secreted	Non-secretome
Tyrp1	537	Unknown	Melanosome membrane	Non-secretome
Cracr2a	726	Cytosol	Cytoplasm	Non-secretome
Dis3	958	Cytosol	Cytoplasm	Non-secretome
Spop	374	Nucleus	Nucleus	Non-secretome
Sprr4	76	Cytosol	Cytoplasm	Non-secretome
Timm13	95	Other	Mitochondrion inner membrane	Non-secretome
Rbpj	526	Other	Nucleus Cytoplasm	Non-secretome
Kcnj4	445	Plasma membrane	Cell membrane	Non-secretome
Pax1	446	Nucleus	Nucleus	Non-secretome
Tm9sf4	643	Unknown	Membrane	Non-secretome
Emx2	253	Nucleus	Nucleus	Non-secretome
Ankrd6	712	Vesicles	Vesicles	Non-secretome
Cep152	1736	Cytosol	Cytoplasm	Non-secretome
Ptms	101	Nucleoplasm	Nucleoplasm	Non-secretome
Dag1	893	Secreted	Secreted	Non-secretome
Jak3	1100	Unknown	Endomembrane system	Non-secretome
Nlk	527	Other	Nucleus Cytoplasm	Non-secretome
Cox6a1	111	Other	Mitochondrion inner membrane	Non-secretome
Znf280c	742	Nucleus	Nucleus	Non-secretome
Fam53c	393	Unknown	Unknown	Non-secretome
Zscan2	614	Nucleus	Nucleus	Non-secretome
Gja3	417	Plasma membrane	Cell membrane	Non-secretome
Bcl2l2	193	Other	Mitochondrion membrane	Non-secretome
Tubb4b	445	Cytosol	Cytoplasm	Non-secretome
Txnip	397	Cytosol	Cytoplasm	Non-secretome
Ppp2r2a	447	Cytosol	Cytoplasm	Non-secretome
Hspa9	679	Other	Mitochondrion	Non-secretome
Kmt2d	5588	Nucleus	Nucleus	Non-secretome
Poc1a	405	Cytosol	Cytoplasm	Non-secretome
Hpx	460	Secreted	Secreted	Non-secretome
Egfl6	550	Secreted	Secreted	Non-secretome
Gcc1	778	Other	Cytoplasm Golgi apparatus membrane	Non-secretome
Dna2	1062	Nucleus	Nucleus	Non-secretome
Phyhipl	375	Cytosol	Cytosol	Non-secretome
Rln1	185	Secreted	Secreted	Non-secretome
Znf263	680	Nucleus	Nucleus	Non-secretome
Cdh5	784	Plasma membrane	Cell junction	Non-secretome
Zfand2a	171	Cytosol	Cytoplasm	Non-secretome
Pkdrej	2126	Unknown	Membrane	Non-secretome
Evx2	475	Nucleus	Nucleus	Non-secretome
Zscan4d	506	Nucleus	Nucleus	Non-secretome
Spef1	234	Cytosol	Cytoplasm	Non-secretome
Cmtm8	173	Unknown	Membrane	Non-secretome
Ndn	325	Cytosol	Cytoplasm	Non-secretome
Hpca	193	Cytosol	Cytoplasm	Non-secretome
Ftl1	183	Unknown	Unknown	Non-secretome
Cep20	174	Cytosol	Cytoplasm	Non-secretome
Prickle1	832	Nucleus	Nucleus membrane	Non-secretome
Cst9	137	Secreted	Secreted	Non-secretome
Galr1	348	Plasma membrane	Cell membrane	Non-secretome
Ftmt	237	Other	Mitochondrion	Non-secretome
Cep128	1102	Cytosol	Cytoplasm	Non-secretome
Dhrsx	335	Secreted	Secreted	Non-secretome
Prss43	382	Plasma membrane	Cell membrane	Non-secretome
Acad8	413	Other	Mitochondrion	Non-secretome
Susd4	490	Unknown	Membrane	Non-secretome
Bmi1	324	Nucleus	Nucleus	Non-secretome
Dok5	306	Unknown	Focal adhesion sites	Non-secretome
Vps37d	261	Unknown	Late endosome membrane	Non-secretome
Spib	267	Nucleus	Nucleus	Non-secretome
Tdo2	406	Plasma membrane	Plasma membrane	Non-secretome
F8	2319	Secreted	Secreted	Blood
Dnm3	863	Cytosol	Cytoplasm	Non-secretome
Sfxn2	322	Other	Mitochondrion membrane	Non-secretome
Gm29797	188	Unknown	Unknown	Non-secretome
Fmo2	535	Unknown	Microsome membrane	Non-secretome
Gc	476	Secreted	Secreted	Non-secretome
Rpl23	140	Cytosol	Cytoplasm	Non-secretome
Smim8	97	Unknown	Membrane	Non-secretome
Slc4a4	1079	Plasma membrane	Basolateral cell membrane	Non-secretome
Kcmf1	381	Cytosol	Cytosol	Non-secretome
Cables2	476	Nuclear bodies	Nuclear bodies	Non-secretome
Hsf2	535	Other	Cytoplasm Nucleus	Non-secretome
Gfra1	468	Plasma membrane	Cell membrane	Non-secretome
Knop1	478	Nucleus	Nucleus	Non-secretome
Hpse	535	Lysosome	Lysosome membrane	Non-secretome
Gstk1	226	Other	Mitochondrion	Non-secretome
Rnft1	395	Unknown	Early endosome membrane	Non-secretome
Ten1	161	Nucleus	Nucleus	Non-secretome
Ccnd3	292	Nucleus	Nucleus	Non-secretome
Dnase2b	354	Lysosome	Lysosome	Non-secretome
Ipo8	1010	Cytosol	Cytoplasm	Non-secretome
Tnfrsf23	176	Plasma membrane	Cell membrane	Non-secretome
Myg1	380	Nucleus	Nucleus	Non-secretome
Kat2b	813	Nucleus	Nucleus	Non-secretome
Dram1	238	Lysosome	Lysosome membrane	Non-secretome
Tbx10	385	Nucleus	Nucleus	Non-secretome
Pgm2	620	Cytosol	Cytoplasm	Non-secretome
Rab33a	237	Plasma membrane	Cell membrane	Non-secretome
Actl10	346	Unknown	Unknown	Non-secretome
Tcn2	430	Secreted	Secreted	Non-secretome
Efcab14	484	Cytosol	Cytosol	Non-secretome
Map7d2	781	Nucleoplasm	Nucleoplasm	Non-secretome
Foxr2	302	Nucleus	Nucleus	Non-secretome
Tnfrsf13c	175	Unknown	Membrane	Non-secretome
Ap5z1	807	Cytosol	Cytoplasm	Non-secretome
Naip1	1403	Unknown	Unknown	Non-secretome
Khnyn	671	Nucleoplasm	Nucleoplasm	Non-secretome
Dync1li2	492	Cytosol	Cytoplasm	Non-secretome
Gigyf2	1291	Ribosome	Ribosome 40s	Non-secretome
Cdc45	566	Nucleus	Nucleus	Non-secretome
Sox5	763	Nucleus	Nucleus	Non-secretome
Trim7	510	Vesicles	Vesicles	Non-secretome
Kcna5	602	Plasma membrane	Cell membrane	Non-secretome
Xk	446	Unknown	Membrane	Non-secretome
Tsnax	290	Cytosol	Cytoplasm	Non-secretome
Cacng3	315	Unknown	Membrane	Non-secretome
Arhgef2	985	Cytosol	Cytoplasm	Non-secretome
Kat5	513	Nucleus	Nucleus	Non-secretome
L3hypdh	354	Vesicles	Vesicles	Non-secretome
Cacna1a	2368	Plasma membrane	Cell membrane	Non-secretome
G3bp2	482	Cytosol	Cytoplasm	Non-secretome
Psmc3ip	217	Nucleus	Nucleus	Non-secretome
Kdm2a	1161	Nucleus	Nucleus	Non-secretome
Tcl1b5	121	Unknown	Unknown	Non-secretome
Ly6c2	131	Plasma membrane	Cell membrane	Non-secretome
Gm94	93	Secreted	Secreted	Non-secretome
Dnajb9	222	ER	Endoplasmic reticulum lumen	Non-secretome
Ephb4	987	Plasma membrane	Cell membrane	Non-secretome
Abcb1a	1276	Plasma membrane	Cell membrane	Non-secretome
Gje1	205	Plasma membrane	Cell membrane	Non-secretome
Pogk	607	Nucleus	Nucleus	Non-secretome
Zranb1	708	Cytosol	Cytoplasm	Non-secretome
Trim27	513	Nucleus	Nucleus	Non-secretome
Lsm14a	462	Cytosol	Cytoplasm	Non-secretome
Ank3	1961	Cytosol	Cytoplasm	Non-secretome
Klk7	249	Secreted	Secreted	Non-secretome
Trpm4	1213	Plasma membrane	Cell membrane	Non-secretome
Snx33	574	Cytosol	Cytoplasm	Non-secretome
Zfp69	587	Nucleus	Nucleus	Non-secretome
Rnf152	203	Lysosome	Lysosome membrane	Non-secretome
Fbxo42	717	Nucleoplasm	Nucleoplasm	Non-secretome
Pcdha10	946	Plasma membrane	Cell membrane	Non-secretome
Batf2	277	Nucleus	Nucleus	Non-secretome
Ptger3	365	Plasma membrane	Cell membrane	Non-secretome
Cyp2e1	493	ER	Endoplasmic reticulum membrane	Non-secretome
Fam167b	162	Cytoseleton af	Actin filaments	Non-secretome
Ap3s2	193	Other	Golgi apparatus Cytoplasmic vesicle membrane	Non-secretome
Cyp2c39	490	ER	Endoplasmic reticulum membrane	Non-secretome
Txndc8	127	Cytosol	Cytoplasm	Non-secretome
Ankrd11	2643	Nucleus	Nucleus	Non-secretome
Calhm6	313	Unknown	Membrane	Non-secretome
Cacna2d2	1154	Unknown	Membrane	Non-secretome
Ppp4r2	417	Cytosol	Cytoplasm	Non-secretome
Nutf2	127	Cytosol	Cytoplasm	Non-secretome
Anp32e	260	Other	Cytoplasm Nucleus	Non-secretome
Cldn16	235	Plasma membrane	Cell junction	Non-secretome
Dctpp1	170	Cytosol	Cytoplasm	Non-secretome
Cfap69	942	Unknown	Cell projection	Non-secretome
Polr3gl	218	Nucleus	Nucleus	Non-secretome
Plcb3	1234	Cytosol	Cytoplasm	Non-secretome
Gng3	75	Plasma membrane	Cell membrane	Non-secretome
Ly6l	140	Plasma membrane	Cell membrane	Non-secretome
Reg3g	174	Other	Secreted Cytoplasm	Non-secretome
Med31	131	Nucleus	Nucleus	Non-secretome
Tars2	723	Other	Mitochondrion matrix	Non-secretome
Hsd11b1	292	ER	Endoplasmic reticulum membrane	Non-secretome
Rgcc	137	Cytosol	Cytoplasm	Non-secretome
Raver2	673	Nucleus	Nucleus	Non-secretome
Rpa2	270	Nucleus	Nucleus	Non-secretome
Kl	1014	Plasma membrane	Cell membrane	Non-secretome
Plcz1	647	Nucleus	Nucleus	Non-secretome
Myo7b	2113	Cytosol	Cytoplasm	Non-secretome
Id4	161	Nucleus	Nucleus	Non-secretome
Sarm1	724	Cytosol	Cytoplasm	Non-secretome
Slc38a11	453	Unknown	Membrane	Non-secretome
Pnpla6	1355	ER	Endoplasmic reticulum membrane	Non-secretome
Glis3	780	Nucleus	Nucleus	Non-secretome
Bmerb1	203	Unknown	Unknown	Non-secretome
Zswim1	455	Plasma membrane	Plasma membrane	Non-secretome
Mmd	238	Unknown	Late endosome membrane	Non-secretome
Cwc25	416	Nucleus	Nucleus	Non-secretome
Myo7a	2215	Cytosol	Cytoplasm	Non-secretome
Hrct1	109	Unknown	Membrane	Non-secretome
Rragb	374	Cytosol	Cytoplasm	Non-secretome
Ccin	588	Cytosol	Cytoplasm	Non-secretome
Ncf1	390	Cytosol	Cytoplasm	Non-secretome
Gabarapl2	117	Cytosol	Cytoplasmic vesicle	Non-secretome
Aldob	364	Cytosol	Cytoplasm	Non-secretome
Tmem222	208	Unknown	Membrane	Non-secretome
Cadm2	435	Plasma membrane	Cell membrane	Non-secretome
Trappc2l	139	Cytosol	Cytoplasm	Non-secretome
Txndc2	515	Cytosol	Cytoplasm	Non-secretome
Klk1b8	261	Unknown	Unknown	Non-secretome
Dcaf5	946	Mitochondria	Mitochondria	Non-secretome
Il4	140	Secreted	Secreted	Non-secretome
Lmnb1	588	Nucleus	Nucleus inner membrane	Non-secretome
Sprr2h	108	Cytosol	Cytoplasm	Non-secretome
Vps13c	3748	Other	Mitochondrion outer membrane	Non-secretome
Pdzd3	498	Unknown	Membrane	Non-secretome
Optc	328	Secreted	Secreted	Non-secretome
Gk2	554	Other	Mitochondrion outer membrane	Non-secretome
Rer1	196	Golgi	Golgi apparatus membrane	Non-secretome
Fgfr1	822	Plasma membrane	Cell membrane	Non-secretome
Ackr3	362	Plasma membrane	Cell membrane	Non-secretome
Urb1	2274	Nucleus	Nucleus	Non-secretome
Ranbp1	203	Unknown	Cytosol	Non-secretome
Clk3	638	Other	Nucleus Cytoplasm Cytoplasmic vesicle	Non-secretome
Ctnnd1	938	Plasma membrane	Cell junction	Non-secretome
Efs	560	Nucleoplasm	Nucleoplasm	Non-secretome
Cenph	241	Nucleus	Nucleus	Non-secretome
Larp1	1072	Cytosol	Cytoplasm	Non-secretome
Spaca7	182	Secreted	Secreted	Non-secretome
Hspa5	655	ER	Endoplasmic reticulum lumen	Non-secretome
Parpbp	573	Cytosol	Cytoplasm	Non-secretome
Catspere2	775	Unknown	Unknown	Non-secretome
Vsig2	328	Unknown	Membrane	Non-secretome
Far2	515	Peroxisome	Peroxisome membrane	Non-secretome
Rrp1	494	Nucleus	Nucleus	Non-secretome
Dsn1	348	Nucleus	Nucleus	Non-secretome
Mcpt1	246	Other	Secreted Cytoplasmic granule	Non-secretome
Pofut2	429	ER	Endoplasmic reticulum	Non-secretome
Cdkn2aip	563	Nucleus	Nucleus	Non-secretome
Pcid2	399	Unknown	Nucleus	Non-secretome
Fkbp1a	108	Cytosol	Cytoplasm	Non-secretome
Setd1b	1985	Nucleus	Nucleus speckle	Non-secretome
Alkbh5	395	Nucleus	Nucleus speckle	Non-secretome
Aldh6a1	535	Other	Mitochondrion	Non-secretome
Sftpa1	248	Secreted	Secreted	Non-secretome
Scrt2	311	Nucleus	Nucleus	Non-secretome
Tfpt	259	Nucleus	Nucleus	Non-secretome
Kpna4	521	Cytosol	Cytoplasm	Non-secretome
Spint2	252	Unknown	Membrane	Non-secretome
Ubqln1	582	Nucleus	Nucleus	Non-secretome
Nipsnap1	284	Mitochondria	Mitochondria	Non-secretome
Thsd7a	1645	Plasma membrane	Cell membrane	Non-secretome
Ccn2	348	Secreted	Secreted	Non-secretome
Plpp4	271	Unknown	Membrane	Non-secretome
Fcn2	314	Secreted	Secreted	Non-secretome
Olfr1052	312	Plasma membrane	Cell membrane	Non-secretome
Nrip2	270	Nucleus	Nucleus	Non-secretome
Tctn3	595	Unknown	Membrane	Non-secretome
Crygd	174	Vesicles	Vesicles	Non-secretome
Clec2e	204	Plasma membrane	Cell membrane	Non-secretome
Bad	204	Other	Mitochondrion outer membrane Cytoplasm	Non-secretome
Wnt6	364	Secreted	Secreted	Non-secretome
Mosmo	167	Unknown	Cell projection	Non-secretome
Cfh	1234	Secreted	Secreted	Non-secretome
Cyb5b	146	Other	Mitochondrion outer membrane	Non-secretome
Vegfa	214	Secreted	Secreted	Non-secretome
Lima1	753	Other	Cytoplasm Cytoplasm	Non-secretome
Il23a	196	Secreted	Secreted	Non-secretome
Col4a4	1682	Secreted	Secreted	Non-secretome
Mllt11	90	Nucleus	Nucleus	Non-secretome
Mff	291	Other	Mitochondrion outer membrane	Non-secretome
Cd28	218	Unknown	Membrane	Non-secretome
Asf1b	202	Nucleus	Nucleus	Non-secretome
Ap5b1	876	Nucleoplasm	Nucleoplasm	Non-secretome
Ube2c	179	Plasma membrane	Plasma membrane	Non-secretome
Lyzl6	148	Secreted	Secreted	Non-secretome
Stau1	487	Cytosol	Cytoplasm	Non-secretome
Sass6	654	Cytosol	Cytoplasm	Non-secretome
Rad50	1312	Nucleus	Nucleus	Non-secretome
Stpg1	341	Cytosol	Cytoplasm	Non-secretome
Crabp2	138	Cytosol	Cytoplasm	Non-secretome
Eif1	113	Unknown	Unknown	Non-secretome
Smpx	85	Plasma membrane	Plasma membrane	Non-secretome
Cyp21	487	ER	Endoplasmic reticulum membrane	Non-secretome
Atp6v1g2	118	Unknown	Melanosome	Non-secretome
Nup50	466	Nucleus	Nucleus	Non-secretome
Apex1	317	Other	Nucleus Nucleus	Non-secretome
Adamts1	968	Secreted	Secreted	Non-secretome
St3gal5	414	Golgi	Golgi apparatus membrane	Non-secretome
Clca4a	924	Plasma membrane	Cell membrane	Non-secretome
Emsy	1264	Nucleus	Nucleus	Non-secretome
Nudt21	227	Nucleus	Nucleus	Non-secretome
Adamts10	1104	Secreted	Secreted	Non-secretome
Zbtb7b	544	Nucleus	Nucleus	Non-secretome
Cyria	323	Unknown	Membrane	Non-secretome
Stk10	966	Plasma membrane	Cell membrane	Non-secretome
Nkain4	208	Plasma membrane	Cell membrane	Non-secretome
Ivl	467	Cytosol	Cytoplasm	Non-secretome
Krt31	416	Secreted plasma	Plasma	Non-secretome
Taf11	211	Nucleus	Nucleus	Non-secretome
Zfyve19	389	Cytosol	Cytoplasm	Non-secretome
Rpsa	295	Cytosol	Cytoplasm	Non-secretome
Tagln2	199	Cytosol	Cytosol	Non-secretome
Fgf12	243	Nucleus	Nucleus	Non-secretome
Glra4	456	Plasma membrane	Cell junction	Non-secretome
Lrrc52	314	Plasma membrane	Cell membrane	Non-secretome
Vat1l	417	Cytosol	Cytosol	Non-secretome
Chia	473	Secreted	Secreted	Non-secretome
Acp2	423	Lysosome	Lysosome membrane	Non-secretome
Ccl28	130	Secreted	Secreted	Non-secretome
Defb39	74	Secreted	Secreted	Non-secretome
Slc45a4	785	Unknown	Membrane	Non-secretome
Enpp3	874	Plasma membrane	Cell membrane	Non-secretome
Nhlrc1	401	ER	Endoplasmic reticulum	Non-secretome
Sez6	991	Plasma membrane	Cell membrane	Non-secretome
Ascc3	2198	Nucleus	Nucleus	Non-secretome
Tspyl1	379	Nucleus	Nucleus	Non-secretome
Wdr5b	328	Unknown	Unknown	Non-secretome
Cdk2ap2	127	Cytosol	Cytoplasm	Non-secretome
Col9a1	921	Secreted	Secreted	Non-secretome
Klhl10	608	Cytosol	Cytoplasm	Non-secretome
Opa3	179	Other	Mitochondrion	Non-secretome
Dnajb4	337	Cytosol	Cytoplasm	Non-secretome
Kiaa0753	959	Cytosol	Cytoplasm	Non-secretome
Creb5	357	Nucleus	Nucleus	Non-secretome
Draxin	343	Secreted	Secreted	Non-secretome
Adgrv1	6298	Plasma membrane	Cell membrane	Non-secretome
Dhx57	1388	Cytoskeleton if	Intermediate filaments	Non-secretome
Dnajb1	340	Cytosol	Cytoplasm	Non-secretome
Bicdl2	507	Cytoskeleton if	Intermediate filaments	Non-secretome
Cibar2	292	Cytosol	Cytoplasm	Non-secretome
Tmem132e	1074	Unknown	Membrane	Non-secretome
Mmp17	578	Plasma membrane	Cell membrane	Non-secretome
Ces5a	575	Secreted	Secreted	Non-secretome
Srsf6	339	Nucleus	Nucleus	Non-secretome
Rars2	578	Other	Mitochondrion matrix	Non-secretome
Ppp1r1a	171	Unknown	Unknown	Non-secretome
Rbm12b2	834	Unknown	Unknown	Non-secretome
Mrgprg	289	Plasma membrane	Cell membrane	Non-secretome
Adss2	456	Cytosol	Cytoplasm	Non-secretome
Cep295nl	533	Unknown	Cell projection	Non-secretome
Fig4	907	Unknown	Endosome membrane	Non-secretome
D6Wsu163e	552	Cytosol	Cytoplasm	Non-secretome
Tmem163	288	Cytosol	Cytoplasmic vesicle	Non-secretome
Ctnnal1	731	Cytosol	Cytoplasm	Non-secretome
Prg2	223	Cytosol	Cytoplasmic granule	Non-secretome
Wdr45b	344	Other	Preautophagosomal structure	Non-secretome
E2f5	335	Nucleus	Nucleus	Non-secretome
Mettl2	389	Unknown	Unknown	Non-secretome
Limd1	668	Cytosol	Cytoplasm	Non-secretome
Kcnd2	630	Plasma membrane	Cell membrane	Non-secretome
Vwde	926	Secreted	Secreted	Non-secretome
Naa60	242	Golgi	Golgi apparatus membrane	Non-secretome
Dnttip2	758	Nucleus	Nucleus	Non-secretome
Trps1	1281	Nucleus	Nucleus	Non-secretome
Bbs4	520	Cytosol	Cytoplasm	Non-secretome
St3gal2	350	Golgi	Golgi apparatus	Non-secretome
Spaca5	160	Secreted	Secreted	Non-secretome
Vsig10l2	776	Unknown	Membrane	Non-secretome
Mrps21	87	Other	Mitochondrion	Non-secretome
Slc35b2	431	Golgi	Golgi apparatus membrane	Non-secretome
M1ap	529	Cytosol	Cytoplasm	Non-secretome
Olfr18	331	Plasma membrane	Cell membrane	Non-secretome
Flcn	579	Lysosome	Lysosome membrane	Non-secretome
Git1	770	Cytosol	Cytoplasm	Non-secretome
Pou4f1	421	Nucleus	Nucleus	Non-secretome
Rab26	260	Cytosol	Cytoplasmic vesicle	Non-secretome
Smarcd1	515	Nucleus	Nucleus	Non-secretome
Cyba	192	Plasma membrane	Cell membrane	Non-secretome
P2ry4	361	Plasma membrane	Cell membrane	Non-secretome
C1qtnf5	243	Secreted	Secreted	Non-secretome
Cdc6	562	Nucleus	Nucleus	Non-secretome
Hap1	628	Cytosol	Cytoplasm	Non-secretome
Prox2	593	Nucleus	Nucleus	Non-secretome
Slc10a2	348	Unknown	Membrane	Non-secretome
Oscar	265	Plasma membrane	Cell membrane	Non-secretome
Ndst1	882	Golgi	Golgi apparatus membrane	Non-secretome
Znf653	615	Nucleus	Nucleus	Non-secretome
Prop1	223	Nucleus	Nucleus	Non-secretome
Wdr55	388	Nucleus	Nucleus	Non-secretome
H2ac20	129	Other	Nucleus Chromosome	Non-secretome
Cplane1	3214	Unknown	Membrane	Non-secretome
Brms1	246	Nucleus	Nucleus	Non-secretome
Elp4	422	Cytosol	Cytoplasm	Non-secretome
Cldn7	211	Plasma membrane	Cell membrane	Non-secretome
Lrmda	229	Nucleoplasm	Nucleoplasm	Non-secretome
Eno3	434	Cytosol	Cytoplasm	Non-secretome
Zswim2	631	Unknown	Unknown	Non-secretome
Sh2b3	548	Nucleoplasm	Nucleoplasm	Non-secretome
Mettl1	268	Nucleus	Nucleus	Non-secretome
Muc15	331	Unknown	Membrane	Non-secretome
Itpr3	2670	ER	Endoplasmic reticulum membrane	Non-secretome
Spink4	86	Secreted	Secreted	Non-secretome
Suclg1	346	Other	Mitochondrion	Non-secretome
Hrk	92	Unknown	Membrane	Non-secretome
Slitrk2	846	Unknown	Membrane	Non-secretome
Cfap97d2	98	Unknown	Unknown	Non-secretome
Cep250	2414	Cytosol	Cytoplasm	Non-secretome
Cptp	216	Cytosol	Cytoplasm	Non-secretome
Aprt	180	Cytosol	Cytoplasm	Non-secretome
Izumo2	220	Unknown	Membrane	Non-secretome
Them5	248	Other	Mitochondrion matrix	Non-secretome
Rfx3	749	Nucleus	Nucleus	Non-secretome
Tex35	207	Nucleus	Nucleus	Non-secretome
Sobp	864	Nucleoplasm	Nucleoplasm	Non-secretome
Trim41	630	Cytosol	Cytoplasm	Non-secretome
Fam114a2	497	Vesicles	Vesicles	Non-secretome
Hic1	733	Nucleus	Nucleus	Non-secretome
Wdfy4	3183	Unknown	Early endosome	Non-secretome
Kif4	1231	Nucleus	Nucleus	Non-secretome
Mrps18c	143	Other	Mitochondrion	Non-secretome
Hmgb4	181	Nucleus	Nucleus	Non-secretome
Cd40lg	260	Plasma membrane	Cell membrane	Non-secretome
Cybb	570	Plasma membrane	Cell membrane	Non-secretome
Gsdmc3	480	Cytosol	Cytoplasm	Non-secretome
Prpf4b	1007	Nucleus	Nucleus	Non-secretome
Dcaf10	566	Nucleoli	Nucleoli fibrillar center	Non-secretome
Ttn	35213	Cytosol	Cytoplasm	Non-secretome
Rasl11b	247	Nuclear bodies	Nuclear bodies	Non-secretome
Slc31a2	143	Unknown	Membrane	Non-secretome
Aptx	342	Nucleus	Nucleus	Non-secretome
Rab38	211	Plasma membrane	Cell membrane	Non-secretome
Scarf2	833	Unknown	Membrane	Non-secretome
Lcn3	182	Secreted	Secreted	Non-secretome
Kdm6b	1641	Nucleus	Nucleus	Non-secretome
Trpc5os	110	Unknown	Unknown	Non-secretome
Klf2	354	Nucleus	Nucleus	Non-secretome
Fabp2	132	Cytosol	Cytoplasm	Non-secretome
Rcsd1	412	Plasma membrane	Plasma membrane	Non-secretome
Samd15	620	Nucleoplasm	Nucleoplasm	Non-secretome
Nkap	415	Nucleus	Nucleus	Non-secretome
Avpr1a	423	Plasma membrane	Cell membrane	Non-secretome
Dsg1c	911	Plasma membrane	Cell membrane	Non-secretome
Snapc4	1333	Nucleus	Nucleus	Non-secretome
Tiam2	1715	Cytosol	Cytoplasm	Non-secretome
Serpinb2	415	Other	Cytoplasm Secreted	Non-secretome
Gpr180	441	Unknown	Membrane	Non-secretome
Fxyd5	178	Unknown	Membrane	Non-secretome
Mlf2	247	Cytosol	Cytoplasm	Non-secretome
Cib1	191	Unknown	Membrane	Non-secretome
Epha6	1035	Unknown	Membrane	Non-secretome
Prkacb	351	Cytosol	Cytoplasm	Non-secretome
Chrm3	589	Plasma membrane	Cell membrane	Non-secretome
Mthfsd	372	Unknown	Nucleus	Non-secretome
Erh	104	Nucleus	Nucleus	Non-secretome
Arxes2	180	ER	Endoplasmic reticulum membrane	Non-secretome
Znf367	340	Nucleus	Nucleus	Non-secretome
Krt40	439	Unknown	Unknown	Non-secretome
Pigh	188	Cytosol	Cytoplasm	Non-secretome
Rab20	233	Cytosol	Cytoplasmic vesicle	Non-secretome
Rrm1	792	Cytosol	Cytoplasm	Non-secretome
Metrn	291	Secreted	Secreted	Non-secretome
Gfra4	260	Plasma membrane	Cell membrane	Non-secretome
Tor1a	333	Other	Endoplasmic reticulum lumen Nucleus membrane	Non-secretome
St6galnac4	360	Golgi	Golgi apparatus membrane	Non-secretome
Oca2	833	Unknown	Melanosome membrane	Non-secretome
Gpc4	557	Plasma membrane	Cell membrane	Non-secretome
Chmp6	200	Unknown	Endomembrane system	Non-secretome
Il17ra	864	Plasma membrane	Cell membrane	Non-secretome
Elmod3	381	Unknown	Cell projection	Non-secretome
Gpx4	197	Other	Mitochondrion	Non-secretome
Cyp2f2	491	ER	Endoplasmic reticulum membrane	Non-secretome
Alyref	255	Nucleus	Nucleus	Non-secretome
Znf667	609	Nucleus	Nucleus	Non-secretome
Prss41	322	Plasma membrane	Cell membrane	Non-secretome
Ube2n	152	Nucleus	Nucleus	Non-secretome
Chmp1a	196	Cytosol	Cytoplasm	Non-secretome
Slc7a8	531	Cytosol	Cytoplasm	Non-secretome
Hrh3	445	Plasma membrane	Cell membrane	Non-secretome
Znrd1-as	213	Unknown	Unknown	Non-secretome
Pgap4	403	Golgi	Golgi apparatus membrane	Non-secretome
Fgf14	247	Nucleus	Nucleus	Non-secretome
Rbm12b1	836	Unknown	Unknown	Non-secretome
Mss51	446	Mitochondria	Mitochondria	Non-secretome
Gch1	241	Cytosol	Cytoplasm	Non-secretome
Wdr83os	106	ER	Endoplasmic reticulum membrane	Non-secretome
Dnajb6	365	Cytosol	Cytoplasm	Non-secretome
Anln	1121	Nucleus	Nucleus	Non-secretome
Orm2	207	Secreted	Secreted	Non-secretome
Ptprv	1705	Unknown	Membrane	Non-secretome
Odam	273	Secreted	Secreted	Non-secretome
Lipg	500	Secreted	Secreted	Non-secretome
Krtap5-1	230	Unknown	Unknown	Non-secretome
Rassf6	353	Nucleoplasm	Nucleoplasm	Non-secretome
Rptor	1335	Cytosol	Cytoplasm	Non-secretome
Rps16	146	Cytosol	Cytoplasm	Non-secretome
Rbfox1	396	Other	Nucleus Cytoplasm	Non-secretome
Cntrl	2334	Cytosol	Cytoplasm	Non-secretome
Slc30a9	567	Unknown	Membrane	Non-secretome
Epo	192	Secreted	Secreted	Non-secretome
